depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.977966,0.977997,0.977997,0.914736,0.914736,0.914736
1,2,8,0.734589,0.977997,0.977997,0.228576,0.230634,0.231097
2,4,16,0.488724,0.498559,0.505457,0.0577047,0.0597871,0.0603563
3,8,32,0.362215,0.503514,0.505457,0.0141995,0.0155345,0.0157269
4,16,64,0.242366,0.252641,0.261168,0.00355889,0.00394772,0.00415465
5,32,128,0.179449,0.250406,0.260444,0.000877486,0.000977927,0.00105455
6,64,256,0.120478,0.128533,0.140196,0.000213617,0.000255503,0.000289305
7,128,512,0.0896722,0.125491,0.138015,5.08725e-05,6.76613e-05,8.35016e-05
8,256,1024,0.0575239,0.0665587,0.0767657,1.10652e-05,1.72021e-05,2.3413e-05
9,512,2048,0.0392547,0.0614611,0.0736399,2.15389e-06,3.99838e-06,6.37986e-06
10,1024,4096,0.0239687,0.0328802,0.0417627,3.04531e-07,7.92985e-07,1.40375e-06
11,2048,8192,0.0118431,0.0243249,0.0361779,1.80492e-08,9.92506e-08,3.06048e-07
12,4096,16384,0,0.00863522,0.0191276,0,1.89631e-09,2.88176e-08
13,1809,7236,0,0,0,0,0,0
