left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,17,51,23,3,25,9944,5,12,48,23,9,0,3,12,9,8,1.41667,0.470588,2.66667
1,20,65,28,5,32,9925,10,12,60,28,5,0,5,10,5,15,2,0.75,3
2,13,49,19,6,24,9946,5,12,43,19,2,0,6,8,2,11,1.625,0.846154,1.83333
3,21,65,27,5,33,9926,9,13,60,27,7,0,5,12,7,14,1.75,0.666667,2.8
4,13,57,23,5,29,9940,3,13,52,23,5,0,5,10,5,8,1.3,0.615385,1.6
5,18,61,26,4,31,9929,10,13,57,26,4,0,4,8,4,14,2.25,0.777778,3.5
6,20,44,17,5,22,9946,10,13,39,17,5,0,5,10,5,15,2,0.75,3
7,18,61,22,7,32,9931,8,13,54,22,3,0,7,10,3,15,1.8,0.833333,2.14286
8,14,46,17,5,24,9951,3,13,41,17,6,0,5,11,6,8,1.27273,0.571429,1.6
9,21,45,17,5,23,9943,12,13,40,17,4,0,5,9,4,17,2.33333,0.809524,3.4
10,15,49,21,4,24,9946,5,12,45,21,6,0,4,10,6,9,1.5,0.6,2.25
11,30,67,23,9,35,9920,13,13,58,23,8,0,9,17,8,22,1.76471,0.733333,2.44444
12,16,57,20,7,30,9941,2,13,50,20,7,0,7,14,7,9,1.14286,0.5625,1.28571
13,27,71,27,7,37,9920,9,13,64,27,11,0,7,18,11,16,1.5,0.592593,2.28571
14,14,47,18,5,24,9951,2,13,42,18,7,0,5,12,7,7,1.16667,0.5,1.4
15,28,68,26,7,35,9923,9,13,61,26,12,0,7,19,12,16,1.47368,0.571429,2.28571
16,13,57,23,5,29,9938,5,13,52,23,3,0,5,8,3,10,1.625,0.769231,2
17,15,34,14,3,17,9960,6,13,31,14,6,0,3,9,6,9,1.66667,0.6,3
18,15,46,18,4,24,9947,7,13,42,18,4,0,4,8,4,11,1.875,0.733333,2.75
19,19,60,21,8,31,9939,1,13,52,21,10,0,8,18,10,9,1.05556,0.473684,1.125
20,20,51,22,4,25,9941,8,12,47,22,8,0,4,12,8,12,1.66667,0.6,3
21,31,67,23,9,35,9922,11,13,58,23,11,0,9,20,11,20,1.55,0.645161,2.22222
22,15,49,18,6,25,9946,5,13,43,18,4,0,6,10,4,11,1.5,0.733333,1.83333
23,23,47,18,5,24,9942,11,13,42,18,7,0,5,12,7,16,1.91667,0.695652,3.2
24,18,45,16,6,23,9947,8,13,39,16,4,0,6,10,4,14,1.8,0.777778,2.33333
25,21,61,24,6,31,9932,7,13,55,24,8,0,6,14,8,13,1.5,0.619048,2.16667
26,23,45,16,5,24,9949,6,13,40,16,12,0,5,17,12,11,1.35294,0.478261,2.2
27,22,66,25,8,33,9925,9,13,58,25,5,0,8,13,5,17,1.69231,0.772727,2.125
28,18,46,19,4,23,9944,10,13,42,19,4,0,4,8,4,14,2.25,0.777778,3.5
29,19,57,23,5,29,9935,8,13,52,23,6,0,5,11,6,13,1.72727,0.684211,2.6
30,11,39,14,5,20,9960,1,13,34,14,5,0,5,10,5,6,1.1,0.545455,1.2
31,15,53,21,5,27,9941,6,13,48,21,4,0,5,9,4,11,1.66667,0.733333,2.2
32,21,61,26,5,30,9927,12,12,56,26,4,0,5,9,4,17,2.33333,0.809524,3.4
33,15,62,28,3,31,9931,7,13,59,28,5,0,3,8,5,10,1.875,0.666667,3.33333
34,28,72,28,8,36,9917,11,13,64,28,9,0,8,17,9,19,1.64706,0.678571,2.375
35,33,69,24,9,36,9917,14,13,60,24,10,0,9,19,10,23,1.73684,0.69697,2.55556
36,28,80,29,9,42,9909,11,13,71,29,8,0,9,17,8,20,1.64706,0.714286,2.22222
37,24,43,15,7,21,9942,15,12,36,15,2,0,7,9,2,22,2.66667,0.916667,3.14286
38,21,57,22,6,29,9936,7,13,51,22,8,0,6,14,8,13,1.5,0.619048,2.16667
39,16,41,17,4,20,9951,8,12,37,17,4,0,4,8,4,12,2,0.75,3
40,17,68,27,7,34,9924,8,13,61,27,2,0,7,9,2,15,1.88889,0.882353,2.14286
41,14,62,28,3,31,9930,8,13,59,28,3,0,3,6,3,11,2.33333,0.785714,3.66667
42,10,65,28,4,33,9935,0,13,61,28,6,0,4,10,6,4,1,0.4,1
43,14,42,18,3,21,9948,10,13,39,18,1,0,3,4,1,13,3.5,0.928571,4.33333
44,26,48,17,7,24,9941,11,13,41,17,8,0,7,15,8,18,1.73333,0.692308,2.57143
45,27,66,26,6,34,9923,11,13,60,26,10,0,6,16,10,17,1.6875,0.62963,2.83333
46,21,54,22,5,27,9936,10,13,49,22,6,0,5,11,6,15,1.90909,0.714286,3
47,21,51,20,5,26,9942,7,13,46,20,9,0,5,14,9,12,1.5,0.571429,2.4
48,18,53,21,4,28,9941,6,13,49,21,8,0,4,12,8,10,1.5,0.555556,2.5
49,17,57,26,3,28,9933,10,12,54,26,4,0,3,7,4,13,2.42857,0.764706,4.33333
50,19,49,18,6,25,9942,9,13,43,18,4,0,6,10,4,15,1.9,0.789474,2.5
51,12,46,18,5,23,9951,3,13,41,18,4,0,5,9,4,8,1.33333,0.666667,1.6
52,8,44,18,4,22,9955,1,13,40,18,3,0,4,7,3,5,1.14286,0.625,1.25
53,21,70,26,8,36,9926,4,13,62,26,9,0,8,17,9,12,1.23529,0.571429,1.5
54,15,57,24,5,28,9937,6,12,52,24,4,0,5,9,4,11,1.66667,0.733333,2.2
55,26,70,30,5,35,9915,15,13,65,30,6,0,5,11,6,20,2.36364,0.769231,4
56,18,51,17,7,27,9945,4,13,44,17,7,0,7,14,7,11,1.28571,0.611111,1.57143
57,26,48,18,6,24,9939,13,13,42,18,7,0,6,13,7,19,2,0.730769,3.16667
58,24,47,18,6,23,9941,12,12,41,18,6,0,6,12,6,18,2,0.75,3
59,23,56,22,6,28,9937,7,13,50,22,10,0,6,16,10,13,1.4375,0.565217,2.16667
60,25,70,26,8,36,9921,9,13,62,26,8,0,8,16,8,17,1.5625,0.68,2.125
61,18,46,17,6,23,9947,7,13,40,17,5,0,6,11,5,13,1.63636,0.722222,2.16667
62,22,81,31,8,42,9911,8,13,73,31,6,0,8,14,6,16,1.57143,0.727273,2
63,21,72,30,6,36,9917,11,13,66,30,4,0,6,10,4,17,2.1,0.809524,2.83333
64,7,39,16,3,20,9961,0,13,36,16,4,0,3,7,4,3,1,0.428571,1
65,27,64,25,6,33,9922,14,13,58,25,7,0,6,13,7,20,2.07692,0.740741,3.33333
66,12,53,21,6,26,9945,2,12,47,21,4,0,6,10,4,8,1.2,0.666667,1.33333
67,24,72,28,7,37,9919,9,13,65,28,8,0,7,15,8,16,1.6,0.666667,2.28571
68,20,51,21,4,26,9940,9,13,47,21,7,0,4,11,7,13,1.81818,0.65,3.25
