group_idx,group_size,K_point,K_subtree
0,26,0,26
1,17,17,0
2,19,0,19
3,37,37,0
4,17,17,0
5,17,17,0
6,38,38,0
7,26,0,26
8,37,17,20
9,19,0,19
10,20,0,20
11,12,0,12
12,23,23,0
13,20,20,0
14,19,19,0
15,17,17,0
16,38,22,16
17,17,17,0
18,14,14,0
19,18,18,0
20,21,21,0
21,24,24,0
22,31,31,0
23,53,24,29
24,19,19,0
25,19,19,0
26,26,0,26
27,15,0,15
28,14,14,0
29,18,18,0
30,20,20,0
31,18,0,18
32,14,14,0
33,15,15,0
34,27,0,27
35,16,16,0
36,20,20,0
37,24,24,0
38,22,22,0
39,18,18,0
40,20,20,0
41,22,0,22
42,15,0,15
43,16,16,0
44,29,29,0
45,21,0,21
46,40,0,40
47,15,0,15
48,49,0,49
49,21,0,21
50,22,22,0
51,19,0,19
52,23,23,0
53,24,0,24
54,21,21,0
55,23,23,0
56,41,41,0
57,23,0,23
58,21,21,0
59,17,17,0
60,16,0,16
61,27,0,27
62,22,22,0
63,17,0,17
64,26,26,0
65,20,0,20
66,15,15,0
67,23,23,0
68,26,0,26
69,24,0,24
70,11,11,0
71,22,22,0
72,21,21,0
73,17,0,17
74,12,0,12
75,19,19,0
76,19,0,19
77,21,21,0
78,21,0,21
79,17,0,17
80,16,16,0
81,23,0,23
82,18,18,0
83,28,0,28
84,20,20,0
85,20,20,0
86,22,0,22
87,20,20,0
88,20,0,20
89,25,0,25
90,22,22,0
91,19,19,0
92,35,35,0
93,17,0,17
94,19,19,0
95,13,0,13
96,20,20,0
97,22,22,0
98,22,22,0
99,11,11,0
100,45,23,22
101,20,0,20
102,12,0,12
103,32,32,0
104,23,0,23
105,27,0,27
106,26,26,0
107,34,14,20
108,17,17,0
109,22,22,0
110,15,15,0
111,21,21,0
112,20,0,20
113,17,17,0
114,23,23,0
115,21,21,0
116,18,0,18
117,26,26,0
118,16,0,16
119,26,0,26
120,19,19,0
121,17,0,17
122,44,44,0
123,14,14,0
124,11,11,0
125,23,23,0
126,23,0,23
127,28,28,0
128,19,19,0
129,23,23,0
130,19,0,19
131,27,0,27
132,22,0,22
133,18,18,0
134,20,0,20
135,17,17,0
136,27,0,27
137,14,14,0
138,19,19,0
139,18,18,0
140,15,15,0
141,21,0,21
142,26,26,0
143,18,18,0
144,16,16,0
145,40,0,40
146,19,19,0
147,15,15,0
148,20,20,0
149,20,0,20
150,14,14,0
151,21,0,21
152,21,0,21
153,19,19,0
154,20,20,0
155,19,19,0
156,22,22,0
157,17,0,17
158,24,24,0
159,28,28,0
160,16,16,0
161,18,18,0
162,20,20,0
163,14,14,0
164,12,12,0
165,24,24,0
166,22,0,22
167,19,0,19
168,19,0,19
169,20,0,20
170,34,18,16
171,19,0,19
172,27,27,0
173,18,0,18
174,13,13,0
175,19,19,0
176,23,23,0
177,24,24,0
178,19,0,19
179,11,11,0
180,25,25,0
181,36,17,19
182,20,0,20
183,25,25,0
184,18,0,18
185,46,46,0
186,12,12,0
187,24,24,0
188,21,21,0
189,17,0,17
190,20,0,20
191,26,0,26
192,16,0,16
193,21,21,0
194,18,18,0
195,27,0,27
196,19,0,19
197,33,15,18
198,44,44,0
199,18,18,0
200,22,0,22
201,19,19,0
202,18,18,0
203,36,36,0
204,10,10,0
205,21,0,21
206,18,18,0
207,20,20,0
208,17,0,17
209,27,27,0
210,15,0,15
211,23,23,0
212,25,0,25
213,18,18,0
214,48,22,26
215,17,17,0
216,18,18,0
217,40,18,22
218,14,0,14
219,18,18,0
220,22,22,0
221,14,14,0
222,9,9,0
223,17,17,0
224,18,18,0
225,12,0,12
226,16,16,0
227,54,54,0
228,14,0,14
229,17,17,0
230,38,22,16
231,15,15,0
232,35,35,0
233,21,0,21
234,22,22,0
235,16,16,0
236,17,0,17
237,18,18,0
238,25,0,25
239,26,26,0
240,26,26,0
241,18,0,18
242,25,25,0
243,18,18,0
244,16,16,0
245,14,14,0
246,20,0,20
247,22,0,22
248,25,25,0
249,13,13,0
250,21,21,0
251,17,17,0
252,22,0,22
253,20,20,0
254,18,18,0
255,25,25,0
256,35,35,0
257,14,14,0
258,14,0,14
259,21,21,0
260,26,0,26
261,22,22,0
262,17,17,0
263,19,19,0
264,19,19,0
265,16,16,0
266,26,12,14
267,18,0,18
268,20,20,0
269,31,31,0
270,28,28,0
271,19,0,19
272,18,0,18
273,19,19,0
274,22,0,22
275,17,17,0
276,26,26,0
277,13,13,0
278,14,14,0
279,21,21,0
280,16,16,0
281,30,0,30
282,20,20,0
283,17,17,0
284,18,18,0
285,16,16,0
286,26,26,0
287,18,0,18
288,17,17,0
289,20,20,0
290,42,42,0
291,12,12,0
292,21,21,0
293,30,30,0
294,16,0,16
295,22,22,0
296,20,20,0
297,16,16,0
298,17,17,0
299,11,11,0
300,18,18,0
301,18,0,18
302,13,13,0
303,22,0,22
304,15,15,0
305,27,0,27
306,22,22,0
307,20,0,20
308,24,0,24
309,17,0,17
310,13,13,0
311,17,0,17
312,17,17,0
313,23,23,0
314,20,20,0
315,16,16,0
316,47,0,47
317,36,0,36
318,18,0,18
319,17,17,0
320,18,18,0
321,39,19,20
322,17,0,17
323,20,0,20
324,40,19,21
325,25,0,25
326,21,21,0
327,18,0,18
328,18,18,0
329,12,12,0
330,17,17,0
331,10,10,0
332,14,0,14
333,12,12,0
334,16,0,16
335,16,16,0
336,14,0,14
337,20,20,0
338,26,26,0
339,12,0,12
340,18,18,0
341,43,43,0
342,18,18,0
343,19,0,19
344,18,18,0
345,19,0,19
346,8,8,0
347,25,25,0
348,12,0,12
349,20,0,20
350,20,0,20
351,18,18,0
352,17,17,0
353,20,0,20
354,32,32,0
355,22,0,22
356,21,0,21
357,16,16,0
358,30,30,0
359,25,0,25
360,18,0,18
361,17,17,0
362,22,22,0
363,16,16,0
364,16,16,0
365,20,20,0
366,15,15,0
367,12,12,0
368,25,25,0
369,23,0,23
370,14,14,0
371,15,0,15
372,25,25,0
373,23,0,23
374,48,30,18
375,21,21,0
376,22,22,0
377,22,0,22
378,22,0,22
379,17,17,0
380,17,17,0
381,14,14,0
382,24,0,24
383,22,22,0
384,23,0,23
385,28,28,0
386,32,0,32
387,15,15,0
388,25,0,25
389,31,31,0
390,22,22,0
391,14,14,0
392,17,0,17
393,23,23,0
394,24,0,24
395,21,21,0
396,21,0,21
397,16,0,16
398,21,21,0
399,21,21,0
400,17,17,0
401,22,0,22
402,33,33,0
403,49,49,0
404,21,21,0
405,17,17,0
406,24,0,24
407,15,15,0
408,21,21,0
409,19,0,19
410,21,0,21
411,25,25,0
412,25,25,0
413,17,17,0
414,23,0,23
415,20,0,20
416,20,20,0
417,22,22,0
418,25,25,0
419,16,16,0
420,17,17,0
421,19,0,19
422,19,0,19
423,20,0,20
424,20,20,0
425,17,17,0
426,20,0,20
427,20,20,0
428,18,0,18
429,26,26,0
430,16,16,0
431,26,26,0
432,11,11,0
433,17,17,0
434,18,18,0
435,22,22,0
436,18,18,0
437,18,18,0
438,15,0,15
439,18,18,0
440,24,24,0
441,21,21,0
442,11,11,0
443,19,0,19
444,22,0,22
445,25,25,0
446,31,0,31
447,19,0,19
448,27,27,0
449,42,0,42
450,11,11,0
451,47,47,0
452,20,20,0
453,20,0,20
454,21,21,0
455,19,19,0
456,25,25,0
457,19,19,0
458,44,44,0
459,50,25,25
460,16,16,0
461,17,17,0
462,20,20,0
463,18,0,18
464,18,18,0
465,17,17,0
466,63,18,45
467,20,20,0
468,21,0,21
469,28,28,0
470,25,25,0
471,17,0,17
472,14,0,14
473,16,16,0
474,13,0,13
475,20,0,20
476,13,0,13
477,15,0,15
478,15,15,0
479,20,20,0
480,25,25,0
481,28,28,0
482,44,44,0
483,17,17,0
484,28,28,0
485,16,16,0
486,22,22,0
487,16,0,16
488,14,0,14
489,9,0,9
490,22,22,0
491,16,0,16
492,22,22,0
493,16,16,0
494,19,19,0
495,24,24,0
496,18,0,18
497,22,22,0
498,23,23,0
499,22,22,0
500,17,0,17
501,27,27,0
502,14,0,14
503,20,20,0
504,22,22,0
505,43,20,23
506,15,15,0
507,17,0,17
508,23,0,23
509,15,15,0
510,32,0,32
511,50,50,0
512,16,16,0
513,23,0,23
514,12,0,12
515,18,0,18
516,27,27,0
517,18,0,18
518,24,24,0
519,15,15,0
520,17,17,0
521,21,21,0
522,27,27,0
523,26,26,0
524,19,19,0
525,18,18,0
526,26,0,26
527,23,23,0
528,15,0,15
529,27,0,27
530,30,30,0
531,17,17,0
532,20,0,20
533,22,22,0
534,17,17,0
535,18,0,18
536,13,0,13
537,22,0,22
538,12,12,0
539,39,23,16
540,18,0,18
541,28,28,0
542,16,16,0
543,22,22,0
544,13,13,0
545,30,0,30
546,12,12,0
547,47,0,47
548,50,50,0
549,24,0,24
550,17,17,0
551,16,16,0
552,21,21,0
553,14,14,0
554,18,18,0
555,24,24,0
556,21,0,21
557,21,0,21
558,19,0,19
559,19,0,19
560,18,0,18
561,20,20,0
562,48,48,0
563,23,23,0
564,21,0,21
565,18,18,0
566,14,14,0
567,22,22,0
568,22,22,0
569,22,22,0
570,13,13,0
571,19,19,0
572,18,18,0
573,19,0,19
574,21,0,21
575,16,16,0
576,38,19,19
577,20,0,20
578,31,17,14
579,16,16,0
580,17,17,0
581,22,22,0
582,21,0,21
583,28,28,0
584,21,0,21
585,22,0,22
586,8,0,8
587,10,10,0
588,16,16,0
589,24,0,24
590,41,21,20
591,21,21,0
592,11,11,0
593,17,17,0
594,33,33,0
595,13,0,13
596,19,19,0
597,23,23,0
598,18,0,18
599,14,0,14
600,19,19,0
601,22,22,0
602,26,26,0
603,17,17,0
