depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.971218,0.971221,0.971221,0.839255,0.839255,0.839255
1,2,12,0.971167,0.971216,0.971218,0.209787,0.210196,0.210289
2,4,24,0.486166,0.971154,0.971203,0.0523124,0.0529887,0.0532218
3,8,48,0.485572,0.487933,0.48868,0.0130955,0.013252,0.0134162
4,16,96,0.483231,0.48787,0.48868,0.00327653,0.00336121,0.00341006
5,32,192,0.244663,0.487339,0.487818,0.000818155,0.000845162,0.000876807
6,64,384,0.242539,0.246983,0.249817,0.000202555,0.000215972,0.000228846
7,128,768,0.239184,0.246662,0.249557,5.02072e-05,5.48739e-05,5.82399e-05
8,256,1536,0.123019,0.243685,0.248993,1.23873e-05,1.39543e-05,1.53376e-05
9,512,3072,0.120176,0.1262,0.132043,2.98508e-06,3.59733e-06,4.16669e-06
10,1024,6144,0.115315,0.124699,0.131415,7.06399e-07,9.07553e-07,1.0923e-06
11,2048,12288,0.0618633,0.120002,0.129152,1.53695e-07,2.22671e-07,2.91453e-07
12,4096,24576,0.055828,0.0646206,0.0736428,2.91895e-08,5.01181e-08,7.48437e-08
13,8192,49152,0.0446796,0.0600525,0.0704232,3.92137e-09,9.66414e-09,1.83375e-08
14,16384,98304,0.0241449,0.0477691,0.0638699,2.11425e-10,1.0251e-09,3.06284e-09
15,32768,196608,0.00853008,0.022216,0.0353621,1.47618e-13,1.02218e-11,1.35277e-10
16,34465,206790,0,0,0,0,0,0
