group_size,count
449,1
457,1
458,1
462,2
463,1
464,2
468,1
470,1
471,1
472,2
473,1
476,1
477,1
479,1
480,2
481,4
482,2
483,2
484,1
485,3
487,3
488,4
489,2
490,2
491,6
492,4
493,2
494,6
495,3
496,4
497,4
498,4
499,3
500,8
501,4
502,2
503,6
504,11
505,8
506,4
507,2
508,7
509,4
510,7
511,3
512,2
513,4
514,4
515,6
516,10
517,6
518,10
519,6
520,6
521,9
522,3
523,2
524,4
525,4
526,5
527,5
528,2
529,4
530,2
531,5
532,8
533,2
534,3
535,3
536,5
537,2
538,3
539,2
540,1
541,4
542,2
543,2
544,2
545,3
546,1
547,2
548,2
549,1
550,2
551,1
552,1
553,3
554,3
556,2
557,1
558,2
559,1
561,1
562,1
566,2
568,1
569,1
577,1
583,1
596,1
964,1
1003,1
1004,1
1006,1
1010,2
1012,2
1015,1
1017,1
1022,1
1024,1
1028,1
1029,1
1034,1
1039,1
1041,1
1043,1
1044,1
1045,1
1053,1
1054,1
1067,2
1069,2
1074,1
1075,1
1082,1
1083,1
1511,1
1563,1
1594,1
1603,1
