left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,6,78,35,3,40,19922,0,14,75,35,3,0,3,6,3,3,1,0.5,1
1,17,211,96,8,107,19787,2,14,203,96,7,0,8,15,7,10,1.13333,0.588235,1.25
2,24,216,94,11,111,19782,2,14,205,94,11,0,11,22,11,13,1.09091,0.541667,1.18182
3,16,111,47,6,58,19889,0,14,105,47,10,0,6,16,10,6,1,0.375,1
4,28,220,95,10,115,19776,4,14,210,95,14,0,10,24,14,14,1.16667,0.5,1.4
5,23,200,89,8,103,19798,2,14,192,89,13,0,8,21,13,10,1.09524,0.434783,1.25
6,14,140,62,5,73,19860,0,14,135,62,9,0,5,14,9,5,1,0.357143,1
7,11,72,32,3,37,19927,1,14,69,32,7,0,3,10,7,4,1.1,0.363636,1.33333
8,17,272,128,5,139,19728,0,14,267,128,12,0,5,17,12,5,1,0.294118,1
9,9,50,21,3,26,19949,1,14,47,21,5,0,3,8,5,4,1.125,0.444444,1.33333
10,13,235,107,7,121,19764,1,14,228,107,5,0,7,12,5,8,1.08333,0.615385,1.14286
11,15,138,63,5,70,19857,5,14,133,63,5,0,5,10,5,10,1.5,0.666667,2
12,29,378,172,11,195,19621,1,14,367,172,17,0,11,28,17,12,1.03571,0.413793,1.09091
13,25,267,119,12,136,19731,2,14,255,119,11,0,12,23,11,14,1.08696,0.56,1.16667
14,11,142,67,3,72,19857,1,14,139,67,7,0,3,10,7,4,1.1,0.363636,1.33333
15,29,178,76,10,92,19818,4,14,168,76,15,0,10,25,15,14,1.16,0.482759,1.4
16,25,218,95,9,114,19782,0,14,209,95,16,0,9,25,16,9,1,0.36,1
17,31,327,147,7,173,19670,3,14,320,147,21,0,7,28,21,10,1.10714,0.322581,1.42857
18,9,70,30,4,36,19930,0,14,66,30,5,0,4,9,5,4,1,0.444444,1
19,24,250,110,12,128,19748,2,14,238,110,10,0,12,22,10,14,1.09091,0.583333,1.16667
20,35,338,146,16,176,19661,1,14,322,146,18,0,16,34,18,17,1.02941,0.485714,1.0625
21,24,231,98,11,122,19769,0,14,220,98,13,0,11,24,13,11,1,0.458333,1
22,18,147,65,8,74,19853,0,14,139,65,10,0,8,18,10,8,1,0.444444,1
