group_size,count
2,3
3,4
4,2
5,3
6,4
7,4
8,2
9,6
10,8
11,8
12,8
13,8
14,18
15,17
16,16
17,18
18,20
19,34
20,17
21,27
22,29
23,46
24,33
25,41
26,44
27,46
28,49
29,46
30,43
31,45
32,71
33,62
34,66
35,85
36,64
37,73
38,71
39,91
40,71
41,72
42,82
43,93
44,95
45,103
46,89
47,98
48,107
49,111
50,107
51,123
52,121
53,124
54,129
55,117
56,128
57,143
58,148
59,122
60,140
61,146
62,147
63,157
64,157
65,136
66,146
67,164
68,135
69,163
70,151
71,161
72,160
73,189
74,183
75,172
76,198
77,193
78,199
79,168
80,183
81,174
82,180
83,172
84,175
85,184
86,155
87,160
88,197
89,177
90,165
91,193
92,202
93,174
94,176
95,175
96,160
97,196
98,196
99,174
100,196
101,163
102,162
103,168
104,194
105,164
106,174
107,158
108,146
109,185
110,162
111,143
112,182
113,145
114,156
115,152
116,151
117,150
118,188
119,174
120,157
121,146
122,152
123,168
124,144
125,150
126,145
127,150
128,165
129,171
130,136
131,157
132,134
133,154
134,125
135,147
136,129
137,132
138,138
139,126
140,131
141,120
142,125
143,120
144,122
145,119
146,112
147,106
148,100
149,89
150,104
151,100
152,90
153,93
154,61
155,86
156,64
157,79
158,80
159,62
160,64
161,78
162,72
163,68
164,65
165,65
166,54
167,63
168,50
169,45
170,49
171,42
172,38
173,45
174,50
175,32
176,40
177,34
178,27
179,28
180,26
181,39
182,24
183,25
184,29
185,24
186,18
187,26
188,15
189,20
190,11
191,17
192,25
193,15
194,9
195,11
196,14
197,13
198,21
199,13
200,8
201,10
202,7
203,10
204,5
205,8
206,11
207,5
208,2
209,3
210,9
211,5
212,5
213,4
214,1
215,3
216,4
217,2
218,2
219,4
220,4
221,4
222,3
223,2
225,2
226,2
227,1
228,4
229,2
230,1
231,1
232,2
233,2
236,1
241,1
243,1
251,1
255,1
256,1
