depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.996821,0.996828,0.996828,0.987345,0.987345,0.987345
1,2,8,0.748469,0.996815,0.996815,0.246829,0.248224,0.248538
2,4,16,0.49835,0.500648,0.501171,0.0618758,0.0622977,0.0624289
3,8,32,0.374466,0.500993,0.501171,0.0151734,0.0159097,0.016021
4,16,64,0.248653,0.253534,0.254549,0.00384229,0.00399918,0.00414545
5,32,128,0.185624,0.251884,0.254452,0.000967103,0.00102754,0.00105709
6,64,256,0.12446,0.127865,0.130779,0.000238675,0.000256016,0.000276698
7,128,512,0.0931693,0.12581,0.130734,5.91102e-05,6.62301e-05,7.25852e-05
8,256,1024,0.0615886,0.0655753,0.0689826,1.4371e-05,1.73364e-05,1.99683e-05
9,512,2048,0.0456827,0.0640475,0.0684454,3.46026e-06,4.4231e-06,5.42566e-06
10,1024,4096,0.029755,0.0338806,0.0381393,7.83967e-07,1.13999e-06,1.64918e-06
11,2048,8192,0.0201008,0.0317205,0.0370825,1.64304e-07,2.84089e-07,4.29251e-07
12,4096,16384,0.0128677,0.0170769,0.0212164,2.66475e-08,6.04222e-08,1.1577e-07
13,8192,32768,0.00712222,0.0136784,0.0188737,2.375e-09,9.73204e-09,2.40972e-08
14,16384,65536,0.00207941,0.0058459,0.0100073,1.20509e-11,3.59253e-10,2.65204e-09
15,17233,68932,0,0,0,0,0,0
