depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.99856,0.998761,0.998785,0.994298,0.994298,0.994298
1,2,8,0.754099,0.998475,0.998677,0.251481,0.252892,0.25321
2,4,16,0.500523,0.508001,0.51356,0.0627569,0.0649788,0.0656747
3,8,32,0.377724,0.503806,0.513042,0.0159628,0.0168654,0.01709
4,16,64,0.251074,0.258685,0.263859,0.00399419,0.00431193,0.00438552
5,32,128,0.191654,0.254312,0.262066,0.00102887,0.00110827,0.00117293
6,64,256,0.126147,0.132613,0.137825,0.000259827,0.000283916,0.000307447
7,128,512,0.0943191,0.130043,0.13608,6.6286e-05,7.70295e-05,8.48989e-05
8,256,1024,0.0634911,0.0688629,0.0740551,1.64386e-05,1.99014e-05,2.29627e-05
9,512,2048,0.0498611,0.0658007,0.0715488,4.14871e-06,5.2406e-06,6.63674e-06
10,1024,4096,0.0311571,0.0358566,0.040643,9.5076e-07,1.3497e-06,1.83743e-06
11,2048,8192,0.0220792,0.0328439,0.0377249,2.07936e-07,3.56739e-07,5.26058e-07
12,4096,16384,0.0137225,0.0183775,0.0234277,3.43055e-08,7.76676e-08,1.36489e-07
13,8192,32768,0.00785392,0.0143711,0.0202125,3.40984e-09,1.26454e-08,3.08001e-08
14,16384,65536,0.00242068,0.00656301,0.011248,1.71735e-11,4.29668e-10,3.03823e-09
15,17233,68932,0,0,0,0,0,0
