left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,14,52,21,5,26,19944,4,14,47,21,5,0,5,10,5,9,1.4,0.642857,1.8
1,20,57,21,7,29,19938,5,14,50,21,8,0,7,15,8,12,1.33333,0.6,1.71429
2,18,67,28,5,34,19927,6,14,62,28,7,0,5,12,7,11,1.5,0.611111,2.2
3,16,65,28,4,33,19931,4,14,61,28,8,0,4,12,8,8,1.33333,0.5,2
4,27,60,24,5,31,19922,18,14,55,24,4,0,5,9,4,23,3,0.851852,4.6
5,15,57,23,5,29,19940,3,14,52,23,7,0,5,12,7,8,1.25,0.533333,1.6
6,30,73,30,7,36,19914,13,13,66,30,10,0,7,17,10,20,1.76471,0.666667,2.85714
7,25,38,14,5,19,19946,16,14,33,14,4,0,5,9,4,21,2.77778,0.84,4.2
8,20,50,19,6,25,19940,10,14,44,19,4,0,6,10,4,16,2,0.8,2.66667
9,22,40,17,3,20,19944,16,14,37,17,3,0,3,6,3,19,3.66667,0.863636,6.33333
10,20,73,29,7,37,19922,5,14,66,29,8,0,7,15,8,12,1.33333,0.6,1.71429
11,19,52,21,5,26,19939,9,14,47,21,5,0,5,10,5,14,1.9,0.736842,2.8
12,22,58,20,8,30,19936,6,14,50,20,8,0,8,16,8,14,1.375,0.636364,1.75
13,25,70,27,8,35,19922,8,14,62,27,9,0,8,17,9,16,1.47059,0.64,2
14,15,74,31,5,38,19921,5,14,69,31,5,0,5,10,5,10,1.5,0.666667,2
15,20,53,19,7,27,19943,4,14,46,19,9,0,7,16,9,11,1.25,0.55,1.57143
16,23,60,25,5,30,19926,14,14,55,25,4,0,5,9,4,19,2.55556,0.826087,3.8
17,17,47,20,3,24,19943,10,14,44,20,4,0,3,7,4,13,2.42857,0.764706,4.33333
18,20,51,18,7,26,19943,6,14,44,18,7,0,7,14,7,13,1.42857,0.65,1.85714
19,26,61,20,9,32,19931,8,14,52,20,9,0,9,18,9,17,1.44444,0.653846,1.88889
20,18,49,20,4,25,19941,10,14,45,20,4,0,4,8,4,14,2.25,0.777778,3.5
21,20,64,27,5,32,19926,10,14,59,27,5,0,5,10,5,15,2,0.75,3
22,27,57,21,7,29,19933,10,14,50,21,10,0,7,17,10,17,1.58824,0.62963,2.42857
23,22,68,26,7,35,19927,5,14,61,26,10,0,7,17,10,12,1.29412,0.545455,1.71429
24,13,53,22,4,27,19943,4,14,49,22,5,0,4,9,5,8,1.44444,0.615385,2
25,24,56,22,6,28,19932,12,14,50,22,6,0,6,12,6,18,2,0.75,3
26,19,44,16,6,22,19951,5,14,38,16,8,0,6,14,8,11,1.35714,0.578947,1.83333
27,19,63,25,6,32,19928,9,14,57,25,4,0,6,10,4,15,1.9,0.789474,2.5
28,23,58,23,5,30,19932,10,14,53,23,8,0,5,13,8,15,1.76923,0.652174,3
29,20,70,29,5,36,19926,4,14,65,29,11,0,5,16,11,9,1.25,0.45,1.8
30,19,55,21,6,28,19938,7,14,49,21,6,0,6,12,6,13,1.58333,0.684211,2.16667
31,14,94,40,6,48,19902,4,14,88,40,4,0,6,10,4,10,1.4,0.714286,1.66667
32,10,42,18,3,21,19955,3,14,39,18,4,0,3,7,4,6,1.42857,0.6,2
33,16,56,23,5,28,19935,9,14,51,23,2,0,5,7,2,14,2.28571,0.875,2.8
34,23,62,23,8,31,19932,6,14,54,23,9,0,8,17,9,14,1.35294,0.608696,1.75
35,22,37,15,4,18,19947,16,13,33,15,2,0,4,6,2,20,3.66667,0.909091,5
36,25,63,23,8,32,19930,7,14,55,23,10,0,8,18,10,15,1.38889,0.6,1.875
37,22,77,32,6,39,19915,8,14,71,32,8,0,6,14,8,14,1.57143,0.636364,2.33333
38,19,54,23,3,28,19939,7,14,51,23,9,0,3,12,9,10,1.58333,0.526316,3.33333
39,19,58,24,5,29,19935,7,14,53,24,7,0,5,12,7,12,1.58333,0.631579,2.4
40,22,71,26,9,36,19922,7,14,62,26,6,0,9,15,6,16,1.46667,0.727273,1.77778
41,19,77,33,4,40,19919,4,14,73,33,11,0,4,15,11,8,1.26667,0.421053,2
42,21,38,15,4,19,19953,9,14,34,15,8,0,4,12,8,13,1.75,0.619048,3.25
43,27,54,20,7,27,19935,11,14,47,20,9,0,7,16,9,18,1.6875,0.666667,2.57143
44,27,64,24,7,33,19925,11,14,57,24,9,0,7,16,9,18,1.6875,0.666667,2.57143
45,25,52,22,4,26,19930,18,14,48,22,3,0,4,7,3,22,3.57143,0.88,5.5
46,19,47,20,3,24,19947,6,14,44,20,10,0,3,13,10,9,1.46154,0.473684,3
47,21,58,23,6,29,19936,6,14,52,23,9,0,6,15,9,12,1.4,0.571429,2
48,16,52,21,5,26,19943,5,14,47,21,6,0,5,11,6,10,1.45455,0.625,2
49,29,72,30,6,36,19910,18,14,66,30,5,0,6,11,5,24,2.63636,0.827586,4
50,16,49,18,6,25,19948,3,14,43,18,7,0,6,13,7,9,1.23077,0.5625,1.5
51,24,55,20,8,27,19937,8,13,47,20,8,0,8,16,8,16,1.5,0.666667,2
52,20,44,16,5,23,19953,3,14,39,16,12,0,5,17,12,8,1.17647,0.4,1.6
53,26,56,20,7,29,19937,7,14,49,20,12,0,7,19,12,14,1.36842,0.538462,2
54,19,69,28,6,35,19926,5,14,63,28,8,0,6,14,8,11,1.35714,0.578947,1.83333
55,25,63,25,7,31,19925,12,13,56,25,6,0,7,13,6,19,1.92308,0.76,2.71429
56,15,62,26,5,31,19933,5,14,57,26,5,0,5,10,5,10,1.5,0.666667,2
57,17,74,31,5,38,19923,3,14,69,31,9,0,5,14,9,8,1.21429,0.470588,1.6
58,30,46,16,7,23,19936,18,14,39,16,5,0,7,12,5,25,2.5,0.833333,3.57143
59,23,60,23,6,31,19934,6,14,54,23,11,0,6,17,11,12,1.35294,0.521739,2
60,13,47,20,4,23,19948,5,13,43,20,4,0,4,8,4,9,1.625,0.692308,2.25
61,14,53,24,3,26,19941,6,13,50,24,5,0,3,8,5,9,1.75,0.642857,3
62,30,60,23,7,30,19929,11,14,53,23,12,0,7,19,12,18,1.57895,0.6,2.57143
63,28,55,21,6,28,19933,12,14,49,21,10,0,6,16,10,18,1.75,0.642857,3
64,20,59,23,6,30,19933,8,14,53,23,6,0,6,12,6,14,1.66667,0.7,2.33333
65,19,62,27,4,31,19931,7,14,58,27,8,0,4,12,8,11,1.58333,0.578947,2.75
66,19,43,16,5,22,19950,7,14,38,16,7,0,5,12,7,12,1.58333,0.631579,2.4
67,24,48,19,5,24,19944,8,14,43,19,11,0,5,16,11,13,1.5,0.541667,2.6
68,20,48,20,4,24,19942,10,14,44,20,6,0,4,10,6,14,2,0.7,3.5
69,18,61,25,5,31,19931,8,14,56,25,5,0,5,10,5,13,1.8,0.722222,2.6
70,10,42,18,3,21,19954,4,14,39,18,3,0,3,6,3,7,1.66667,0.7,2.33333
71,26,83,35,6,42,19908,9,14,77,35,11,0,6,17,11,15,1.52941,0.576923,2.5
72,31,65,24,8,33,19924,11,14,57,24,12,0,8,20,12,19,1.55,0.612903,2.375
73,15,59,21,7,31,19941,0,14,52,21,8,0,7,15,8,7,1,0.466667,1
74,21,61,24,6,31,19932,7,14,55,24,8,0,6,14,8,13,1.5,0.619048,2.16667
75,31,66,24,8,34,19923,11,14,58,24,12,0,8,20,12,19,1.55,0.612903,2.375
76,22,67,26,6,35,19927,6,14,61,26,10,0,6,16,10,12,1.375,0.545455,2
77,24,53,18,9,26,19938,9,13,44,18,6,0,9,15,6,18,1.6,0.75,2
78,18,46,18,5,23,19945,9,14,41,18,4,0,5,9,4,14,2,0.777778,2.8
79,27,67,25,8,34,19922,11,14,59,25,8,0,8,16,8,19,1.6875,0.703704,2.375
