group_size,count
10,1
13,1
14,1
15,1
16,1
22,3
23,2
24,4
25,4
26,4
27,2
28,4
29,5
30,6
31,7
32,7
33,12
34,4
35,7
36,11
37,13
38,12
39,17
40,13
41,21
42,26
43,30
44,18
45,32
46,27
47,39
48,39
49,33
50,40
51,56
52,51
53,63
54,61
55,55
56,53
57,76
58,79
59,81
60,98
61,87
62,120
63,105
64,126
65,143
66,138
67,139
68,142
69,142
70,162
71,195
72,165
73,217
74,172
75,187
76,225
77,221
78,251
79,242
80,248
81,267
82,242
83,272
84,293
85,268
86,308
87,263
88,290
89,272
90,299
91,284
92,306
93,299
94,302
95,315
96,271
97,317
98,315
99,280
100,335
101,295
102,321
103,290
104,280
105,286
106,330
107,294
108,318
109,307
110,281
111,276
112,289
113,257
114,232
115,238
116,242
117,211
118,229
119,235
120,205
121,211
122,220
123,188
124,201
125,170
126,189
127,175
128,168
129,172
130,140
131,148
132,137
133,144
134,126
135,110
136,119
137,112
138,101
139,102
140,95
141,100
142,98
143,71
144,52
145,71
146,78
147,69
148,53
149,44
150,51
151,49
152,36
153,40
154,27
155,25
156,24
157,30
158,30
159,29
160,16
161,25
162,20
163,14
164,11
165,11
166,13
167,12
168,10
169,9
170,10
171,8
172,4
173,7
174,4
175,5
176,1
178,4
179,5
180,1
181,3
182,1
183,4
184,3
185,2
186,1
187,3
188,2
189,3
190,2
191,3
192,1
194,2
195,1
196,3
197,1
199,1
204,3
209,2
210,1
213,1
215,1
