group_size,count
5,1
6,1
7,1
8,2
9,1
10,3
11,6
12,7
13,10
14,12
15,15
16,26
17,25
18,23
19,38
20,47
21,56
22,66
23,74
24,99
25,101
26,130
27,143
28,182
29,197
30,223
31,244
32,274
33,318
34,320
35,364
36,396
37,445
38,445
39,469
40,489
41,527
42,523
43,570
44,539
45,628
46,542
47,577
48,665
49,632
50,640
51,619
52,628
53,555
54,587
55,540
56,581
57,550
58,570
59,530
60,518
61,488
62,465
63,444
64,388
65,459
66,425
67,420
68,373
69,343
70,366
71,334
72,347
73,343
74,328
75,332
76,330
77,330
78,321
79,319
80,318
81,295
82,297
83,254
84,300
85,294
86,320
87,310
88,314
89,295
90,333
91,316
92,280
93,314
94,318
95,274
96,340
97,340
98,316
99,297
100,292
101,314
102,317
103,281
104,311
105,242
106,300
107,293
108,320
109,276
110,275
111,263
112,252
113,279
114,274
115,259
116,249
117,257
118,245
119,194
120,249
121,211
122,197
123,191
124,176
125,194
126,196
127,159
128,145
129,151
130,148
131,134
132,138
133,137
134,139
135,128
136,126
137,121
138,92
139,109
140,96
141,83
142,79
143,80
144,64
145,64
146,72
147,52
148,63
149,43
150,69
151,54
152,41
153,35
154,26
155,42
156,35
157,17
158,37
159,20
160,19
161,30
162,14
163,17
164,17
165,9
166,12
167,9
168,13
169,6
170,3
171,9
172,5
173,13
174,4
175,2
176,6
177,8
178,6
179,1
180,3
182,2
183,2
184,2
185,2
187,1
188,2
191,2
192,3
194,1
196,4
197,3
200,1
202,1
205,2
206,2
207,2
214,1
218,1
