group_size,count
11,1
13,1
18,1
25,1
26,3
27,2
28,4
29,1
30,1
31,3
32,2
33,5
34,9
35,3
36,5
37,4
38,4
39,11
40,5
41,9
42,6
43,8
44,13
45,6
46,10
47,9
48,6
49,4
50,10
51,12
52,11
53,8
54,10
55,7
56,10
57,15
58,13
59,21
60,21
61,16
62,27
63,8
64,15
65,21
66,11
67,12
68,16
69,9
70,9
71,20
72,23
73,21
74,24
75,24
76,21
77,16
78,24
79,18
80,18
81,16
82,11
83,24
84,18
85,11
86,21
87,16
88,18
89,17
90,13
91,19
92,19
93,26
94,16
95,20
96,22
97,25
98,26
99,20
100,24
101,19
102,13
103,20
104,14
105,23
106,20
107,20
108,23
109,30
110,27
111,27
112,18
113,23
114,30
115,26
116,22
117,25
118,22
119,16
120,20
121,19
122,15
123,22
124,14
125,20
126,16
127,12
128,17
129,15
130,11
131,16
132,19
133,16
134,18
135,21
136,17
137,14
138,10
139,14
140,13
141,10
142,15
143,13
144,8
145,5
146,6
147,1
148,6
149,12
150,14
151,4
152,9
153,9
154,12
155,6
156,8
157,6
158,3
159,4
160,6
161,3
162,6
163,1
164,4
165,1
166,2
167,3
168,3
169,5
170,2
171,3
172,4
173,3
174,4
175,3
176,2
177,2
179,2
180,3
181,3
182,1
184,2
185,1
188,1
192,1
193,1
194,2
195,1
196,1
202,3
206,1
219,1
257,1
