depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.950299,0.953518,0.954641,0.711128,0.711128,0.711128
1,2,12,0.923035,0.951696,0.952246,0.261978,0.265903,0.266786
2,4,24,0.740635,0.94577,0.951242,0.0923727,0.0996026,0.101256
3,8,48,0.551891,0.912077,0.94579,0.0332064,0.0363687,0.0376056
4,16,96,0.512422,0.86712,0.910702,0.0115866,0.0188241,0.0194508
5,32,192,0.365011,0.581236,0.882061,0.00376384,0.00681239,0.0114488
6,64,384,0.326641,0.502106,0.588143,0.00111445,0.00255732,0.00410897
7,128,768,0.26237,0.452793,0.541131,0.000239953,0.000616173,0.00098715
8,256,1536,0.176996,0.342293,0.508749,3.07447e-05,9.64227e-05,0.000226138
9,512,3072,0.0904545,0.208372,0.447422,4.48767e-07,3.9131e-06,1.43864e-05
10,977,5862,0,0,0,0,0,0
