group_size,count
1,4801
2,5856
3,5733
4,5010
5,4186
6,3406
7,2733
8,2186
9,1656
10,1196
11,944
12,664
13,437
14,318
15,238
16,148
17,118
18,78
19,48
20,36
21,33
22,12
23,12
24,10
25,5
26,5
27,2
29,1
30,3
33,1
