group_idx,group_size,K_point,K_subtree
0,491,491,0
1,525,0,525
2,535,0,535
3,504,504,0
4,471,471,0
5,514,514,0
6,503,0,503
7,491,491,0
8,496,496,0
9,481,481,0
10,495,495,0
11,1017,503,514
12,502,502,0
13,486,0,486
14,462,0,462
15,529,529,0
16,511,0,511
17,486,486,0
18,500,500,0
19,426,0,426
20,490,0,490
21,451,0,451
22,467,0,467
23,514,0,514
24,491,0,491
25,478,0,478
26,483,0,483
27,525,525,0
28,467,467,0
29,483,483,0
30,508,508,0
31,525,525,0
32,492,492,0
33,480,480,0
34,499,499,0
35,473,473,0
36,973,502,471
37,460,460,0
38,488,0,488
39,502,0,502
40,513,513,0
41,525,525,0
42,515,0,515
43,509,509,0
44,488,0,488
45,496,496,0
46,490,0,490
47,498,498,0
48,539,539,0
49,1005,499,506
50,519,0,519
51,480,0,480
52,491,491,0
53,507,507,0
54,546,546,0
55,505,0,505
56,542,542,0
57,460,0,460
58,469,0,469
59,1041,504,537
60,529,0,529
61,480,0,480
62,516,0,516
63,485,0,485
64,1069,534,535
65,489,0,489
66,546,546,0
67,467,467,0
68,518,518,0
69,545,0,545
70,940,451,489
71,956,479,477
72,481,481,0
73,497,0,497
74,494,494,0
75,439,0,439
76,523,523,0
77,477,477,0
78,501,501,0
79,508,0,508
80,479,479,0
81,515,0,515
82,486,0,486
83,481,481,0
84,516,516,0
85,487,487,0
86,481,0,481
87,459,459,0
88,507,0,507
89,469,469,0
90,492,0,492
91,989,486,503
92,497,0,497
93,501,501,0
94,489,489,0
95,496,496,0
96,497,497,0
97,499,499,0
98,474,474,0
99,532,0,532
100,480,0,480
101,498,498,0
102,510,510,0
103,477,0,477
104,505,505,0
105,518,0,518
106,486,0,486
107,502,0,502
108,1012,514,498
109,503,0,503
110,471,471,0
111,522,522,0
112,503,503,0
113,488,488,0
114,472,0,472
115,504,504,0
116,554,554,0
117,472,472,0
118,1015,1015,0
119,466,466,0
120,986,505,481
121,483,0,483
122,503,0,503
123,483,483,0
124,1001,0,1001
125,998,505,493
126,485,0,485
127,459,459,0
128,488,0,488
129,500,500,0
130,530,530,0
131,511,511,0
132,505,0,505
133,507,507,0
134,502,0,502
135,503,0,503
136,504,0,504
137,518,518,0
138,506,0,506
139,503,503,0
140,1018,509,509
141,520,520,0
142,483,483,0
143,995,471,524
144,948,948,0
145,522,0,522
146,994,498,496
147,472,472,0
148,489,0,489
149,491,0,491
150,477,477,0
151,502,502,0
152,502,0,502
153,492,492,0
154,504,0,504
155,490,490,0
156,490,490,0
157,539,0,539
158,487,0,487
159,519,519,0
160,496,496,0
161,490,490,0
162,545,545,0
163,1024,524,500
164,1007,521,486
165,1002,489,513
166,442,442,0
167,469,0,469
168,508,508,0
169,933,455,478
170,523,523,0
171,503,503,0
172,503,0,503
173,521,0,521
174,468,468,0
175,476,0,476
176,479,479,0
177,475,0,475
178,1487,995,492
179,503,0,503
180,479,0,479
181,507,507,0
182,498,0,498
183,496,0,496
184,466,0,466
185,498,0,498
186,512,0,512
187,453,0,453
188,510,510,0
189,496,0,496
190,464,464,0
191,450,0,450
192,528,528,0
193,972,496,476
194,493,493,0
195,507,0,507
196,496,496,0
197,979,478,501
198,481,481,0
199,507,507,0
200,986,485,501
201,476,0,476
202,1026,509,517
203,481,0,481
204,517,517,0
205,540,540,0
206,505,0,505
207,484,0,484
208,506,0,506
209,489,0,489
210,464,464,0
211,491,491,0
212,985,488,497
213,541,0,541
214,497,497,0
215,1035,516,519
216,507,0,507
217,491,491,0
218,513,513,0
219,495,495,0
220,1011,0,1011
221,963,963,0
222,486,486,0
223,518,518,0
224,474,0,474
225,485,0,485
226,510,0,510
227,520,0,520
228,970,503,467
229,496,496,0
230,952,471,481
231,510,510,0
232,465,465,0
233,523,523,0
234,491,0,491
235,481,481,0
236,1009,494,515
237,515,0,515
238,506,506,0
239,496,496,0
240,485,485,0
241,470,470,0
242,510,0,510
243,493,0,493
244,523,0,523
245,455,455,0
246,491,0,491
247,564,0,564
248,446,446,0
249,501,0,501
250,519,519,0
251,493,0,493
252,515,0,515
253,493,493,0
254,518,518,0
255,483,0,483
256,997,470,527
257,484,484,0
258,507,507,0
259,530,530,0
260,494,0,494
261,534,534,0
262,465,0,465
263,477,0,477
264,488,488,0
265,959,468,491
266,506,506,0
267,525,525,0
268,521,521,0
