depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.994223,0.994405,0.994405,0.977092,0.977092,0.977092
1,2,8,0.75011,0.994041,0.994041,0.243893,0.252588,0.254545
2,4,16,0.496861,0.508539,0.509313,0.0621685,0.0635448,0.0637206
3,8,32,0.368739,0.50365,0.509313,0.0150034,0.0160243,0.0169084
4,16,64,0.244835,0.261159,0.286477,0.00356908,0.00470216,0.0050495
5,32,128,0.17495,0.259689,0.28537,0.000806967,0.00117201,0.00133113
6,64,256,0.11548,0.139383,0.148774,0.000179868,0.000293347,0.000371578
7,128,512,0.075237,0.130452,0.145781,3.44533e-05,7.1972e-05,8.43228e-05
8,256,1024,0.0459222,0.0663383,0.079427,4.37306e-06,1.27306e-05,2.06975e-05
9,512,2048,0.0191043,0.0452478,0.0721917,1.11278e-07,1.02449e-06,5.16848e-06
10,977,3908,0,0,0,0,0,0
