group_size,count
1,44
2,93
3,120
4,148
5,218
6,240
7,280
8,374
9,378
10,425
11,477
12,488
13,506
14,568
15,527
16,570
17,588
18,641
19,594
20,657
21,616
22,669
23,649
24,629
25,593
26,593
27,597
28,569
29,554
30,520
31,488
32,439
33,452
34,417
35,403
36,364
37,330
38,309
39,297
40,249
41,239
42,218
43,221
44,181
45,138
46,155
47,130
48,102
49,123
50,76
51,69
52,85
53,57
54,66
55,44
56,56
57,44
58,45
59,44
60,26
61,24
62,20
63,13
64,15
65,16
66,7
67,17
68,15
69,6
70,5
71,6
72,3
73,7
74,4
75,2
76,5
77,1
79,4
80,2
81,2
82,1
83,1
88,1
89,3
93,2
98,1
100,1
