group_idx,group_size,K_point,K_subtree
0,171,50,121
1,113,48,65
2,99,41,58
3,75,47,28
4,112,30,82
5,97,36,61
6,53,13,40
7,101,48,53
8,50,26,24
9,86,47,39
10,142,74,68
11,53,19,34
12,127,66,61
13,142,68,74
14,101,63,38
15,116,51,65
16,59,32,27
17,91,21,70
18,129,38,91
19,86,22,64
20,94,32,62
21,103,40,63
22,59,27,32
23,94,41,53
24,112,56,56
25,94,43,51
26,127,47,80
27,87,27,60
28,60,21,39
29,78,32,46
30,110,53,57
31,75,20,55
32,145,34,111
33,77,19,58
34,108,43,65
35,118,29,89
36,160,77,83
37,103,37,66
38,75,58,17
39,96,69,27
40,97,30,67
41,137,47,90
42,112,59,53
43,135,36,99
44,70,32,38
45,126,54,72
46,103,50,53
47,132,53,79
48,119,63,56
49,110,42,68
50,102,39,63
51,77,21,56
52,80,21,59
53,70,22,48
54,135,55,80
55,133,60,73
56,115,34,81
57,105,69,36
58,125,44,81
59,99,55,44
60,110,48,62
61,56,9,47
62,116,55,61
63,96,45,51
64,56,13,43
65,89,41,48
66,38,18,20
67,71,25,46
68,106,37,69
69,99,30,69
70,63,16,47
71,94,43,51
72,91,19,72
73,81,29,52
74,81,30,51
75,168,55,113
76,119,44,75
77,60,18,42
78,79,42,37
79,92,31,61
80,82,25,57
81,103,54,49
82,121,46,75
83,86,31,55
84,120,55,65
85,89,48,41
86,83,38,45
87,72,49,23
88,115,38,77
89,96,24,72
90,130,42,88
91,87,16,71
92,123,55,68
93,84,16,68
94,174,66,108
95,110,17,93
96,67,27,40
97,131,60,71
98,112,29,83
99,124,38,86
100,140,61,79
101,84,36,48
102,113,50,63
103,122,83,39
104,108,69,39
105,91,48,43
106,86,43,43
107,141,51,90
108,136,65,71
109,144,72,72
110,124,46,78
111,75,52,23
112,88,38,50
113,147,66,81
114,112,32,80
115,67,25,42
116,84,27,57
117,98,36,62
118,87,68,19
119,89,48,41
120,93,34,59
121,43,26,17
122,128,59,69
123,84,29,55
124,76,31,45
125,121,61,60
126,126,36,90
127,131,46,85
128,98,46,52
129,83,44,39
130,79,40,39
131,132,57,75
132,119,74,45
133,110,22,88
134,115,45,70
135,121,47,74
136,113,55,58
137,119,85,34
138,142,44,98
139,69,53,16
140,160,64,96
141,111,31,80
142,88,50,38
143,147,69,78
144,68,43,25
145,130,63,67
146,59,26,33
147,157,61,96
148,166,71,95
149,104,28,76
150,118,40,78
151,80,25,55
152,67,21,46
153,62,36,26
154,98,58,40
155,96,38,58
156,82,36,46
157,98,30,68
158,83,33,50
159,154,38,116
160,104,33,71
161,98,41,57
162,75,41,34
163,74,26,48
164,84,38,46
165,126,46,80
166,138,45,93
167,95,39,56
168,146,77,69
169,84,29,55
