group_size,count
3,1
5,2
6,3
7,1
8,2
9,6
10,4
11,3
12,9
13,14
14,15
15,23
16,23
17,22
18,42
19,53
20,55
21,61
22,92
23,99
24,120
25,113
26,131
27,173
28,186
29,212
30,240
31,260
32,279
33,320
34,379
35,366
36,402
37,432
38,438
39,501
40,490
41,536
42,534
43,551
44,607
45,618
46,590
47,596
48,607
49,617
50,588
51,574
52,613
53,601
54,584
55,570
56,547
57,468
58,516
59,464
60,485
61,476
62,467
63,455
64,448
65,443
66,380
67,381
68,377
69,368
70,382
71,340
72,355
73,340
74,374
75,313
76,366
77,305
78,343
79,333
80,309
81,325
82,303
83,321
84,354
85,292
86,302
87,315
88,311
89,294
90,309
91,334
92,318
93,283
94,277
95,310
96,308
97,340
98,300
99,307
100,344
101,306
102,306
103,290
104,260
105,277
106,263
107,261
108,263
109,245
110,267
111,270
112,255
113,254
114,204
115,201
116,210
117,220
118,220
119,212
120,199
121,198
122,189
123,175
124,181
125,178
126,168
127,157
128,139
129,145
130,153
131,121
132,130
133,123
134,118
135,116
136,100
137,90
138,112
139,75
140,92
141,87
142,79
143,78
144,75
145,64
146,80
147,65
148,78
149,67
150,53
151,46
152,49
153,44
154,43
155,38
156,39
157,34
158,29
159,38
160,33
161,23
162,20
163,25
164,23
165,24
166,27
167,22
168,17
169,16
170,19
171,13
172,17
173,19
174,13
175,12
176,15
177,11
178,2
179,5
180,6
181,11
182,6
183,5
184,4
185,7
186,13
187,6
188,6
189,5
190,5
191,3
192,4
193,4
194,4
195,2
196,4
197,7
199,6
200,4
201,5
202,1
203,4
204,3
205,1
206,2
207,1
210,5
211,1
212,2
213,2
214,4
215,1
217,2
218,1
220,1
221,1
222,3
223,3
227,1
228,3
230,1
231,1
234,1
235,1
237,1
240,1
242,2
247,1
249,1
255,1
263,1
272,2
273,1
329,1
