depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.945011,0.960379,0.965552,0.810021,0.810021,0.810021
1,2,8,0.929593,0.952591,0.964402,0.301026,0.34314,0.352616
2,4,16,0.532535,0.906458,0.934728,0.11123,0.126008,0.130798
3,8,32,0.449585,0.70955,0.913105,0.0315348,0.0758608,0.0827699
4,16,64,0.316142,0.496708,0.605894,0.00919132,0.0217383,0.025324
5,32,128,0.267008,0.424291,0.598115,0.00386586,0.0108759,0.0132271
6,64,256,0.179077,0.314508,0.556477,0.00106194,0.00292277,0.00424027
7,128,512,0.124772,0.243063,0.422332,0.000225723,0.000764857,0.00212653
8,256,1024,0.0787453,0.160159,0.339885,3.82162e-05,0.000146158,0.000450932
9,512,2048,0.0378046,0.0909513,0.216372,1.58151e-06,1.15959e-05,5.71976e-05
10,977,3908,0,0,0,0,0,0
