left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,191,213,64,42,107,1681,106,10,171,64,43,0,42,85,43,148,2.24706,0.774869,3.52381
1,73,180,70,19,91,1791,29,10,161,70,25,0,19,44,25,48,1.65909,0.657534,2.52632
2,216,338,118,51,169,1554,108,10,287,118,57,0,51,108,57,159,2,0.736111,3.11765
3,322,341,107,62,172,1476,183,10,279,107,77,0,62,139,77,245,2.31655,0.76087,3.95161
4,218,351,121,53,177,1523,126,10,298,121,39,0,53,92,39,179,2.36957,0.821101,3.37736
5,249,214,51,56,107,1647,139,10,158,51,54,0,56,110,54,195,2.26364,0.783133,3.48214
6,264,270,72,60,138,1583,147,10,210,72,57,0,60,117,57,207,2.25641,0.784091,3.45
7,174,228,71,42,115,1681,91,10,186,71,41,0,42,83,41,133,2.09639,0.764368,3.16667
8,222,304,91,60,153,1599,97,10,244,91,65,0,60,125,65,157,1.776,0.707207,2.61667
9,251,242,81,40,121,1582,176,10,202,81,35,0,40,75,35,216,3.34667,0.860558,5.4
10,251,433,141,74,218,1457,110,10,359,141,67,0,74,141,67,184,1.78014,0.733068,2.48649
11,258,334,111,55,168,1529,137,10,279,111,66,0,55,121,66,192,2.13223,0.744186,3.49091
12,184,190,49,46,95,1724,86,10,144,49,52,0,46,98,52,132,1.87755,0.717391,2.86957
13,262,285,82,60,143,1575,140,10,225,82,62,0,60,122,62,200,2.14754,0.763359,3.33333
14,182,172,48,38,86,1723,105,10,134,48,39,0,38,77,39,143,2.36364,0.785714,3.76316
15,247,312,107,49,156,1529,159,10,263,107,39,0,49,88,39,208,2.80682,0.842105,4.2449
16,239,324,109,53,162,1550,126,10,271,109,60,0,53,113,60,179,2.11504,0.748954,3.37736
17,185,211,67,39,105,1684,105,10,172,67,41,0,39,80,41,144,2.3125,0.778378,3.69231
18,178,308,112,39,157,1597,95,10,269,112,44,0,39,83,44,134,2.14458,0.752809,3.4359
19,381,216,55,53,108,1516,268,10,163,55,60,0,53,113,60,321,3.37168,0.84252,6.0566
20,257,400,125,74,201,1488,112,10,326,125,71,0,74,145,71,186,1.77241,0.723735,2.51351
21,137,213,77,30,106,1710,77,10,183,77,30,0,30,60,30,107,2.28333,0.781022,3.56667
22,186,285,99,42,144,1612,103,10,243,99,41,0,42,83,41,145,2.24096,0.77957,3.45238
23,153,205,70,33,102,1707,88,10,172,70,32,0,33,65,32,121,2.35385,0.79085,3.66667
24,173,226,71,42,113,1689,85,10,184,71,46,0,42,88,46,127,1.96591,0.734104,3.02381
25,249,316,105,53,158,1550,134,10,263,105,62,0,53,115,62,187,2.16522,0.751004,3.5283
26,125,163,56,25,82,1765,72,10,138,56,28,0,25,53,28,97,2.35849,0.776,3.88
27,84,170,64,21,85,1798,32,10,149,64,31,0,21,52,31,53,1.61538,0.630952,2.52381
28,260,315,96,62,157,1545,140,10,253,96,58,0,62,120,58,202,2.16667,0.776923,3.25806
29,126,164,53,29,82,1755,81,10,135,53,16,0,29,45,16,110,2.8,0.873016,3.7931
30,214,327,117,45,165,1543,130,10,282,117,39,0,45,84,39,175,2.54762,0.817757,3.88889
31,220,207,49,55,103,1685,108,10,152,49,57,0,55,112,57,163,1.96429,0.740909,2.96364
32,248,307,103,51,153,1544,149,10,256,103,48,0,51,99,48,200,2.50505,0.806452,3.92157
33,247,315,86,71,158,1576,109,10,244,86,67,0,71,138,67,180,1.78986,0.728745,2.53521
