group_size,count
23,1
24,1
25,2
27,1
28,3
29,3
30,2
31,5
32,2
33,2
34,1
35,2
36,6
37,2
38,3
39,4
40,4
41,8
42,6
43,9
44,10
45,7
46,4
47,3
48,6
49,7
50,6
51,9
52,8
53,10
54,12
55,11
56,9
57,13
58,6
59,7
60,9
61,14
62,8
63,11
64,15
65,9
66,13
67,12
68,16
69,19
70,11
71,17
72,20
73,11
74,17
75,21
76,14
77,17
78,21
79,17
80,12
81,19
82,14
83,30
84,18
85,25
86,30
87,21
88,19
89,21
90,22
91,21
92,23
93,27
94,22
95,24
96,33
97,26
98,22
99,31
100,22
101,27
102,25
103,31
104,35
105,25
106,23
107,26
108,26
109,22
110,27
111,26
112,23
113,19
114,28
115,31
116,28
117,28
118,34
119,36
120,22
121,19
122,23
123,19
124,20
125,24
126,26
127,22
128,27
129,19
130,18
131,24
132,16
133,12
134,15
135,19
136,15
137,5
138,15
139,8
140,4
141,17
142,7
143,7
144,6
145,8
146,10
147,4
148,4
149,7
150,6
151,5
152,2
153,7
154,5
155,3
156,2
157,2
158,5
159,1
160,2
161,3
162,2
164,1
165,1
167,1
168,1
170,1
171,2
172,1
177,1
179,1
180,1
181,2
184,1
185,1
193,2
194,2
197,2
199,1
221,1
236,1
