group_size,count
1,41
2,82
3,112
4,146
5,192
6,240
7,306
8,353
9,356
10,413
11,432
12,498
13,552
14,568
15,590
16,587
17,613
18,587
19,624
20,664
21,657
22,614
23,629
24,632
25,616
26,562
27,586
28,589
29,544
30,512
31,490
32,488
33,453
34,439
35,407
36,322
37,354
38,303
39,278
40,247
41,243
42,239
43,223
44,165
45,141
46,125
47,136
48,124
49,112
50,99
51,84
52,75
53,58
54,53
55,47
56,31
57,34
58,30
59,30
60,31
61,31
62,16
63,17
64,18
65,12
66,13
67,13
68,13
69,5
70,8
71,2
72,4
73,9
74,5
75,9
76,3
77,2
78,1
79,4
80,3
81,3
82,3
83,3
84,1
86,1
88,1
89,2
93,1
95,1
96,1
104,1
110,1
