left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,17,156,72,6,78,1844,0,10,150,72,11,0,6,17,11,6,1,0.352941,1
1,32,321,143,16,162,1679,0,10,305,143,16,0,16,32,16,16,1,0.5,1
2,12,161,73,7,81,1839,0,10,154,73,5,0,7,12,5,7,1,0.583333,1
3,35,330,151,14,165,1668,2,10,316,151,19,0,14,33,19,16,1.06061,0.457143,1.14286
4,6,69,33,2,34,1931,0,10,67,33,4,0,2,6,4,2,1,0.333333,1
5,20,98,37,12,49,1902,0,10,86,37,8,0,12,20,8,12,1,0.6,1
6,25,225,98,15,112,1775,0,10,210,98,10,0,15,25,10,15,1,0.6,1
7,36,140,52,18,70,1857,3,10,122,52,15,0,18,33,15,21,1.09091,0.583333,1.16667
8,23,143,66,6,71,1853,4,10,137,66,13,0,6,19,13,10,1.21053,0.434783,1.66667
9,18,134,59,8,67,1864,2,10,126,59,8,0,8,16,8,10,1.125,0.555556,1.25
10,17,95,40,8,47,1901,4,10,87,40,5,0,8,13,5,12,1.30769,0.705882,1.5
11,12,69,28,7,34,1931,0,10,62,28,5,0,7,12,5,7,1,0.583333,1
12,3,47,21,3,23,1953,0,10,44,21,0,0,3,3,0,3,1,1,1
13,9,121,58,3,60,1879,0,10,118,58,6,0,3,9,6,3,1,0.333333,1
14,31,563,268,13,282,1437,0,10,550,268,18,0,13,31,18,13,1,0.419355,1
15,7,109,53,2,54,1891,0,10,107,53,5,0,2,7,5,2,1,0.285714,1
16,18,114,51,6,57,1886,0,10,108,51,12,0,6,18,12,6,1,0.333333,1
17,20,119,48,10,61,1879,2,10,109,48,8,0,10,18,8,12,1.11111,0.6,1.2
18,2,29,15,0,14,1971,0,10,29,15,2,0,0,2,2,0,1,0,nan
19,42,397,181,16,200,1599,4,10,381,181,22,0,16,38,22,20,1.10526,0.47619,1.25
20,9,88,41,3,44,1912,0,10,85,41,6,0,3,9,6,3,1,0.333333,1
21,17,91,38,7,46,1909,0,10,84,38,10,0,7,17,10,7,1,0.411765,1
22,14,113,49,8,56,1887,0,10,105,49,6,0,8,14,6,8,1,0.571429,1
23,13,76,35,3,38,1917,7,10,73,35,3,0,3,6,3,10,2.16667,0.769231,3.33333
24,24,144,59,12,73,1854,2,10,132,59,10,0,12,22,10,14,1.09091,0.583333,1.16667
25,23,123,52,8,63,1877,0,10,115,52,15,0,8,23,15,8,1,0.347826,1
26,17,84,37,4,43,1914,2,10,80,37,11,0,4,15,11,6,1.13333,0.352941,1.5
27,14,81,34,7,40,1919,0,10,74,34,7,0,7,14,7,7,1,0.5,1
28,10,50,22,3,25,1948,2,10,47,22,5,0,3,8,5,5,1.25,0.5,1.66667
29,47,525,239,23,263,1473,2,10,502,239,22,0,23,45,22,25,1.04444,0.531915,1.08696
30,10,41,17,4,20,1959,0,10,37,17,6,0,4,10,6,4,1,0.4,1
31,21,48,16,8,24,1948,4,10,40,16,9,0,8,17,9,12,1.23529,0.571429,1.5
32,31,172,72,14,86,1826,2,10,158,72,15,0,14,29,15,16,1.06897,0.516129,1.14286
33,27,162,68,13,81,1838,0,10,149,68,14,0,13,27,14,13,1,0.481481,1
34,42,284,125,17,142,1709,7,10,267,125,18,0,17,35,18,24,1.2,0.571429,1.41176
