depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.912776,0.912803,0.912803,0.401491,0.401491,0.401491
1,2,20,0.912764,0.912795,0.912803,0.100356,0.101414,0.101653
2,4,40,0.912696,0.912773,0.912787,0.0251979,0.0254653,0.0255376
3,8,80,0.459359,0.9127,0.912787,0.00627553,0.00641396,0.00645208
4,16,160,0.457871,0.912554,0.91278,0.00156738,0.00161204,0.00163617
5,32,320,0.456245,0.460293,0.463237,0.000389599,0.000404877,0.000416918
6,64,640,0.454395,0.460117,0.462677,9.64743e-05,0.000101733,0.00010695
7,128,1280,0.450993,0.459354,0.462562,2.3974e-05,2.62101e-05,2.80703e-05
8,256,2560,0.232592,0.457483,0.461939,5.79625e-06,6.64266e-06,7.2899e-06
9,512,5120,0.228058,0.451644,0.461283,1.36542e-06,1.66162e-06,1.91693e-06
10,1024,10240,0.223608,0.235635,0.251391,3.09843e-07,4.07744e-07,4.87796e-07
11,2048,20480,0.215888,0.232161,0.248305,6.16437e-08,9.18223e-08,1.25424e-07
12,4096,40960,0.19418,0.225137,0.242767,9.83135e-09,1.79339e-08,2.82831e-08
13,8192,81920,0.113221,0.209369,0.234717,8.83521e-10,2.3863e-09,4.96077e-09
14,16384,163840,0.0836408,0.158352,0.216292,1.75047e-11,1.18957e-10,4.11378e-10
15,32768,327680,0.0330346,0.0813969,0.122264,1.85671e-16,6.84156e-14,2.83801e-12
16,34465,344650,0,0,0,0,0,0
