depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.998868,0.999114,0.99914,0.995457,0.995457,0.995457
1,2,8,0.756321,0.999066,0.999116,0.252305,0.255789,0.256572
2,4,16,0.499554,0.508457,0.513779,0.0632607,0.064407,0.0648346
3,8,32,0.379782,0.502762,0.507827,0.0159791,0.0165771,0.0166389
4,16,64,0.252089,0.255865,0.260759,0.00405651,0.00417439,0.00425855
5,32,128,0.190547,0.254602,0.256985,0.00101884,0.00109483,0.00112574
6,64,256,0.126212,0.132344,0.138012,0.000257964,0.000281668,0.000313501
7,128,512,0.0967845,0.129039,0.135671,6.60911e-05,7.37814e-05,8.41526e-05
8,256,1024,0.0634859,0.0682077,0.0738226,1.64219e-05,1.92847e-05,2.2755e-05
9,512,2048,0.0503917,0.0654644,0.0713788,4.04838e-06,5.32125e-06,6.53452e-06
10,1024,4096,0.0310263,0.0358533,0.0407276,9.41318e-07,1.36007e-06,1.8258e-06
11,2048,8192,0.0219584,0.0327,0.0381789,2.07134e-07,3.50794e-07,5.05467e-07
12,4096,16384,0.0137052,0.0182955,0.0229584,3.3542e-08,7.5571e-08,1.35395e-07
13,8192,32768,0.00784302,0.0142279,0.0198516,3.31599e-09,1.26103e-08,3.02553e-08
14,16384,65536,0.00242828,0.00652206,0.0111946,1.75499e-11,4.11912e-10,2.90911e-09
15,17233,68932,0,0,0,0,0,0
