left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,0,27,14,0,13,1973,0,10,27,14,0,0,0,0,0,0,nan,nan,nan
1,0,35,18,0,17,1965,0,9,35,18,0,0,0,0,0,0,nan,nan,nan
2,0,43,22,0,21,1957,0,10,43,22,0,0,0,0,0,0,nan,nan,nan
3,0,51,26,0,25,1949,0,10,51,26,0,0,0,0,0,0,nan,nan,nan
4,0,83,42,0,41,1917,0,10,83,42,0,0,0,0,0,0,nan,nan,nan
5,0,81,41,0,40,1919,0,10,81,41,0,0,0,0,0,0,nan,nan,nan
6,0,23,12,0,11,1977,0,9,23,12,0,0,0,0,0,0,nan,nan,nan
7,0,25,13,0,12,1975,0,10,25,13,0,0,0,0,0,0,nan,nan,nan
8,1,51,25,1,25,1949,0,10,50,25,0,0,1,1,0,1,1,1,1
9,0,31,16,0,15,1969,0,9,31,16,0,0,0,0,0,0,nan,nan,nan
10,1,77,39,0,38,1923,0,10,77,39,1,0,0,1,1,0,1,0,nan
11,0,63,32,0,31,1937,0,10,63,32,0,0,0,0,0,0,nan,nan,nan
12,1,29,14,1,14,1971,0,10,28,14,0,0,1,1,0,1,1,1,1
13,0,111,56,0,55,1889,0,10,111,56,0,0,0,0,0,0,nan,nan,nan
14,0,71,36,0,35,1929,0,10,71,36,0,0,0,0,0,0,nan,nan,nan
15,2,119,60,0,59,1881,0,10,119,60,2,0,0,2,2,0,1,0,nan
16,0,237,119,0,118,1763,0,10,237,119,0,0,0,0,0,0,nan,nan,nan
17,0,49,25,0,24,1951,0,9,49,25,0,0,0,0,0,0,nan,nan,nan
18,0,55,28,0,27,1945,0,9,55,28,0,0,0,0,0,0,nan,nan,nan
19,1,127,62,1,64,1873,0,10,126,62,0,0,1,1,0,1,1,1,1
20,0,27,14,0,13,1973,0,9,27,14,0,0,0,0,0,0,nan,nan,nan
21,0,67,34,0,33,1933,0,10,67,34,0,0,0,0,0,0,nan,nan,nan
22,0,49,25,0,24,1951,0,10,49,25,0,0,0,0,0,0,nan,nan,nan
23,0,45,23,0,22,1955,0,10,45,23,0,0,0,0,0,0,nan,nan,nan
24,1,157,78,1,78,1843,0,10,156,78,0,0,1,1,0,1,1,1,1
25,0,33,17,0,16,1967,0,10,33,17,0,0,0,0,0,0,nan,nan,nan
26,0,35,18,0,17,1965,0,9,35,18,0,0,0,0,0,0,nan,nan,nan
27,0,71,36,0,35,1929,0,10,71,36,0,0,0,0,0,0,nan,nan,nan
28,0,33,17,0,16,1967,0,10,33,17,0,0,0,0,0,0,nan,nan,nan
29,1,83,42,0,41,1917,0,10,83,42,1,0,0,1,1,0,1,0,nan
30,0,54,27,0,27,1946,0,10,54,27,0,0,0,0,0,0,nan,nan,nan
31,0,61,31,0,30,1939,0,10,61,31,0,0,0,0,0,0,nan,nan,nan
32,1,71,35,1,35,1929,0,10,70,35,0,0,1,1,0,1,1,1,1
33,0,81,41,0,40,1919,0,10,81,41,0,0,0,0,0,0,nan,nan,nan
34,0,51,26,0,25,1949,0,10,51,26,0,0,0,0,0,0,nan,nan,nan
35,0,43,22,0,21,1957,0,10,43,22,0,0,0,0,0,0,nan,nan,nan
36,0,63,32,0,31,1937,0,10,63,32,0,0,0,0,0,0,nan,nan,nan
37,0,57,29,0,28,1943,0,9,57,29,0,0,0,0,0,0,nan,nan,nan
38,1,91,46,0,45,1909,0,10,91,46,1,0,0,1,1,0,1,0,nan
39,0,27,14,0,13,1973,0,9,27,14,0,0,0,0,0,0,nan,nan,nan
40,0,49,25,0,24,1951,0,10,49,25,0,0,0,0,0,0,nan,nan,nan
41,0,101,51,0,50,1899,0,10,101,51,0,0,0,0,0,0,nan,nan,nan
42,0,49,25,0,24,1951,0,9,49,25,0,0,0,0,0,0,nan,nan,nan
43,0,98,49,0,49,1902,0,10,98,49,0,0,0,0,0,0,nan,nan,nan
44,0,93,47,0,46,1907,0,10,93,47,0,0,0,0,0,0,nan,nan,nan
45,0,48,24,0,24,1952,0,10,48,24,0,0,0,0,0,0,nan,nan,nan
46,1,95,48,0,47,1905,0,10,95,48,1,0,0,1,1,0,1,0,nan
47,0,45,23,0,22,1955,0,10,45,23,0,0,0,0,0,0,nan,nan,nan
48,0,63,32,0,31,1937,0,10,63,32,0,0,0,0,0,0,nan,nan,nan
49,0,49,25,0,24,1951,0,9,49,25,0,0,0,0,0,0,nan,nan,nan
50,0,41,21,0,20,1959,0,9,41,21,0,0,0,0,0,0,nan,nan,nan
51,0,37,19,0,18,1963,0,9,37,19,0,0,0,0,0,0,nan,nan,nan
