depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.993331,0.993915,0.994241,0.960099,0.960099,0.960099
1,2,12,0.992296,0.993581,0.994171,0.296505,0.332865,0.341046
2,4,24,0.601032,0.991946,0.994092,0.0866267,0.122734,0.136218
3,8,48,0.508451,0.687811,0.857833,0.0240102,0.035739,0.0370376
4,16,96,0.493742,0.633476,0.826306,0.00740849,0.0139793,0.0167062
5,32,192,0.371502,0.510953,0.677025,0.00230265,0.00441149,0.00859735
6,64,384,0.266904,0.389282,0.457464,0.000611168,0.00145277,0.00212026
7,128,768,0.260492,0.352401,0.442952,0.000183089,0.000433346,0.000672966
8,256,1536,0.208709,0.301663,0.386286,5.84335e-05,0.000116974,0.000232141
9,512,3072,0.144113,0.221468,0.303114,1.48602e-05,2.94599e-05,5.36063e-05
10,1024,6144,0.132869,0.191628,0.257874,3.96721e-06,8.64667e-06,1.72471e-05
11,2048,12288,0.104293,0.155563,0.221822,9.73125e-07,2.1268e-06,4.68128e-06
12,4096,24576,0.0736152,0.112421,0.167704,1.94202e-07,4.27582e-07,9.36142e-07
13,8192,49152,0.0572206,0.0897269,0.138901,2.85702e-08,8.01825e-08,2.02056e-07
14,16384,98304,0.0354147,0.06625,0.111379,1.72511e-09,7.83904e-09,2.76849e-08
15,32768,196608,0.0126994,0.0357178,0.0718718,1.39298e-12,5.74211e-11,6.58195e-10
16,34465,206790,0,0,0,0,0,0
