depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.936167,0.936183,0.936183,0.517014,0.517014,0.517014
1,2,20,0.936104,0.936177,0.936177,0.129212,0.129802,0.129935
2,4,40,0.936007,0.936154,0.936167,0.0322978,0.0325894,0.0326797
3,8,80,0.470293,0.936057,0.936163,0.00804397,0.00827812,0.00845058
4,16,160,0.469268,0.935777,0.936137,0.00199591,0.00211378,0.00212308
5,32,320,0.467482,0.472804,0.478697,0.00049779,0.000523479,0.000542741
6,64,640,0.465489,0.472463,0.478197,0.000123411,0.000133134,0.000139822
7,128,1280,0.459942,0.471638,0.476977,2.99971e-05,3.33982e-05,3.73938e-05
8,256,2560,0.239456,0.467678,0.475502,7.17182e-06,8.44375e-06,9.38291e-06
9,512,5120,0.232535,0.459041,0.472515,1.61752e-06,2.07572e-06,2.5639e-06
10,1024,10240,0.224798,0.242223,0.267833,3.20655e-07,4.74646e-07,6.26972e-07
11,2048,20480,0.210138,0.235684,0.261765,5.0439e-08,9.19696e-08,1.39393e-07
12,4096,40960,0.168275,0.222303,0.251206,4.56407e-09,1.23562e-08,2.42592e-08
13,8192,81920,0.0980662,0.189917,0.234912,9.4096e-11,6.1402e-10,2.15732e-09
14,16384,163840,0.0382373,0.102511,0.187452,1.00415e-15,3.58532e-13,1.56154e-11
15,17233,172330,0,0,0,0,0,0
