group_size,count
1,9
2,10
3,13
4,29
5,37
6,33
7,50
8,31
9,69
10,53
11,78
12,96
13,108
14,131
15,149
16,161
17,165
18,179
19,200
20,201
21,217
22,223
23,275
24,286
25,278
26,293
27,318
28,335
29,350
30,333
31,336
32,369
33,352
34,380
35,412
36,413
37,404
38,437
39,423
40,439
41,402
42,419
43,431
44,421
45,447
46,454
47,440
48,447
49,452
50,491
51,460
52,426
53,445
54,430
55,457
56,471
57,426
58,410
59,414
60,488
61,454
62,424
63,432
64,428
65,459
66,449
67,377
68,418
69,398
70,382
71,384
72,393
73,376
74,355
75,330
76,372
77,342
78,284
79,301
80,295
81,291
82,317
83,297
84,293
85,282
86,320
87,239
88,228
89,276
90,265
91,240
92,234
93,250
94,228
95,216
96,209
97,204
98,218
99,223
100,206
101,181
102,187
103,178
104,200
105,144
106,173
107,204
108,188
109,192
110,168
111,168
112,157
113,186
114,166
115,167
116,166
117,148
118,156
119,184
120,136
121,160
122,158
123,147
124,151
125,170
126,158
127,128
128,159
129,135
130,137
131,135
132,143
133,134
134,119
135,135
136,120
137,119
138,109
139,124
140,109
141,128
142,115
143,118
144,110
145,114
146,95
147,117
148,105
149,93
150,93
151,97
152,82
153,87
154,111
155,86
156,75
157,93
158,92
159,76
160,70
161,79
162,69
163,65
164,57
165,67
166,59
167,56
168,51
169,45
170,59
171,51
172,39
173,49
174,40
175,46
176,41
177,43
178,34
179,36
180,35
181,32
182,32
183,41
184,27
185,25
186,19
187,26
188,20
189,24
190,24
191,13
192,26
193,15
194,16
195,20
196,22
197,21
198,19
199,11
200,10
201,5
202,8
203,15
204,9
205,11
206,7
207,7
208,3
209,8
210,6
211,9
212,11
213,4
214,11
215,3
216,5
217,4
219,5
220,5
221,3
222,2
223,2
224,4
225,3
226,1
227,4
228,1
229,3
230,2
231,1
232,1
234,1
238,1
241,2
242,1
243,2
249,1
250,1
256,1
269,1
