depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.997294,0.997826,0.997919,0.989416,0.989416,0.989416
1,2,8,0.765583,0.99766,0.997902,0.256755,0.262652,0.263979
2,4,16,0.500615,0.520211,0.532859,0.0643355,0.0672302,0.0682583
3,8,32,0.386386,0.511373,0.520174,0.0167609,0.0180755,0.0193014
4,16,64,0.254397,0.270795,0.28159,0.00438726,0.0047967,0.00492688
5,32,128,0.204066,0.264125,0.277935,0.00117068,0.00132275,0.00141561
6,64,256,0.130649,0.144818,0.156549,0.000310246,0.000366187,0.000414938
7,128,512,0.108673,0.137602,0.1532,8.44394e-05,0.000105324,0.000128645
8,256,1024,0.0675253,0.0793773,0.0919883,2.22452e-05,3.00322e-05,3.73479e-05
9,512,2048,0.0578827,0.0722193,0.0854719,6.32447e-06,9.62059e-06,1.30049e-05
10,1024,4096,0.0354593,0.045413,0.0564067,1.68739e-06,2.60888e-06,3.77547e-06
11,2048,8192,0.0285444,0.0384921,0.0502226,4.70361e-07,8.03594e-07,1.26636e-06
12,4096,16384,0.0179366,0.0254636,0.0351251,1.09913e-07,2.04038e-07,3.48364e-07
13,8192,32768,0.0126871,0.0198769,0.0286807,2.26432e-08,5.30345e-08,1.09703e-07
14,16384,65536,0.00704932,0.0125999,0.0209214,2.33236e-09,8.55687e-09,2.24311e-08
15,32768,131072,0.00237107,0.00704792,0.0142503,1.73523e-11,3.22193e-10,1.98716e-09
16,34465,137860,0,0,0,0,0,0
