depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.977869,0.977914,0.977914,0.91437,0.91437,0.91437
1,2,8,0.73644,0.977823,0.977823,0.228521,0.233431,0.234535
2,4,16,0.488847,0.495329,0.495402,0.0571201,0.0588205,0.0590738
3,8,32,0.367195,0.490746,0.490788,0.0142182,0.014795,0.0148007
4,16,64,0.244178,0.250186,0.253905,0.00360049,0.00379652,0.00381201
5,32,128,0.185132,0.250186,0.253895,0.000874333,0.00098859,0.00113598
6,64,256,0.120989,0.127449,0.140187,0.000211871,0.000258025,0.000287764
7,128,512,0.0898036,0.124838,0.133699,5.01836e-05,6.41948e-05,7.93395e-05
8,256,1024,0.0580724,0.0659048,0.0741093,1.11102e-05,1.67249e-05,2.09758e-05
9,512,2048,0.0392879,0.0608068,0.0718951,2.17114e-06,3.91709e-06,5.57916e-06
10,1024,4096,0.0239395,0.0326923,0.0401297,3.08443e-07,7.73377e-07,1.50752e-06
11,2048,8192,0.0119032,0.0244669,0.0355226,1.80623e-08,9.93211e-08,2.55585e-07
12,4096,16384,0,0.00866371,0.0183415,0,2.07461e-09,3.01043e-08
13,1809,7236,0,0,0,0,0,0
