left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,19,110,47,7,56,49885,5,15,103,47,7,0,7,14,7,12,1.35714,0.631579,1.71429
1,25,74,26,6,42,49920,6,15,68,26,13,0,6,19,13,12,1.31579,0.48,2
2,23,79,32,7,40,49913,8,15,72,32,8,0,7,15,8,15,1.53333,0.652174,2.14286
3,19,85,33,7,45,49908,7,15,78,33,5,0,7,12,5,14,1.58333,0.736842,2
4,16,97,43,3,51,49899,4,15,94,43,9,0,3,12,9,7,1.33333,0.4375,2.33333
5,29,94,35,8,51,49899,7,15,86,35,14,0,8,22,14,15,1.31818,0.517241,1.875
6,18,102,45,4,53,49893,5,15,98,45,9,0,4,13,9,9,1.38462,0.5,2.25
7,22,63,23,7,33,49930,7,15,56,23,8,0,7,15,8,14,1.46667,0.636364,2
8,20,95,39,6,50,49901,4,15,89,39,10,0,6,16,10,10,1.25,0.5,1.66667
9,15,50,19,5,26,49948,2,15,45,19,8,0,5,13,8,7,1.15385,0.466667,1.4
10,19,111,45,8,58,49884,5,15,103,45,6,0,8,14,6,13,1.35714,0.684211,1.625
11,24,63,21,8,34,49931,6,15,55,21,10,0,8,18,10,14,1.33333,0.583333,1.75
12,20,76,31,5,40,49918,6,15,71,31,9,0,5,14,9,11,1.42857,0.55,2.2
13,34,43,20,2,21,49925,32,12,41,20,0,0,2,2,0,34,17,1,17
14,14,92,39,5,48,49906,2,15,87,39,7,0,5,12,7,7,1.16667,0.5,1.4
15,22,88,37,7,44,49906,6,15,81,37,9,0,7,16,9,13,1.375,0.590909,1.85714
16,20,105,43,5,57,49892,3,15,100,43,12,0,5,17,12,8,1.17647,0.4,1.6
17,18,117,48,6,63,49878,5,15,111,48,7,0,6,13,7,11,1.38462,0.611111,1.83333
18,15,85,36,5,44,49912,3,15,80,36,7,0,5,12,7,8,1.25,0.533333,1.6
19,17,94,40,5,49,49904,2,15,89,40,10,0,5,15,10,7,1.13333,0.411765,1.4
