depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.96371,0.963716,0.963716,0.80105,0.80105,0.80105
1,2,12,0.963648,0.963708,0.96371,0.200246,0.202067,0.202477
2,4,24,0.48459,0.963652,0.963683,0.0498504,0.0508903,0.0512467
3,8,48,0.481768,0.484958,0.488833,0.0125368,0.0128369,0.0128427
4,16,96,0.479458,0.484856,0.488833,0.00314391,0.00325489,0.00332371
5,32,192,0.243679,0.482226,0.488758,0.000783887,0.000819189,0.000837576
6,64,384,0.240481,0.246813,0.252664,0.000192583,0.000211396,0.000221392
7,128,768,0.236137,0.245958,0.252367,4.71887e-05,5.35666e-05,5.91992e-05
8,256,1536,0.122669,0.241297,0.251125,1.13972e-05,1.38197e-05,1.58097e-05
9,512,3072,0.117933,0.126841,0.134664,2.65331e-06,3.4582e-06,4.15084e-06
10,1024,6144,0.110041,0.124465,0.133121,5.82743e-07,8.70277e-07,1.10429e-06
11,2048,12288,0.0605851,0.116135,0.12919,1.09004e-07,1.95754e-07,2.86833e-07
12,4096,24576,0.0504152,0.0634289,0.0763162,1.5108e-08,3.65442e-08,6.97987e-08
13,8192,49152,0.0328336,0.0543764,0.0696339,8.00002e-10,3.97942e-09,1.10028e-08
14,16384,98304,0.0104519,0.0306446,0.0540272,5.47108e-13,4.00711e-11,4.66924e-10
15,17233,103398,0,0,0,0,0,0
