group_size,count
436,1
437,1
440,1
442,1
443,1
444,2
449,1
452,2
453,2
456,1
457,1
458,2
459,2
460,3
461,3
462,2
463,3
464,1
465,4
466,3
468,1
469,6
470,3
471,4
472,4
473,3
474,6
475,3
476,3
477,7
478,3
479,6
480,6
481,4
482,6
483,7
484,4
485,3
486,4
487,9
488,5
489,10
490,7
491,4
492,8
494,8
495,8
496,3
497,8
498,4
499,8
500,4
501,4
502,9
503,1
504,7
505,6
506,3
507,5
508,4
509,5
510,4
511,2
512,3
513,3
514,4
515,4
516,3
517,2
518,6
519,7
520,3
521,3
522,4
523,2
524,4
525,2
526,1
527,1
528,4
529,1
530,3
531,1
532,2
533,1
534,1
535,1
536,4
537,1
539,1
541,1
549,1
550,1
556,1
565,1
925,1
939,1
940,1
948,1
950,1
952,1
953,2
954,1
955,1
960,1
961,1
962,1
965,1
974,1
976,1
985,1
987,2
989,1
990,1
992,1
1000,1
1001,1
1002,1
1006,1
1007,1
1012,1
1015,1
1017,1
1019,1
1023,1
1027,1
1028,1
1029,1
1031,1
