depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.912786,0.912799,0.912799,0.401515,0.401515,0.401515
1,2,20,0.912771,0.912787,0.912792,0.100363,0.101103,0.10127
2,4,40,0.912685,0.91277,0.912786,0.0250365,0.0254603,0.0256094
3,8,80,0.458488,0.912703,0.912786,0.00626492,0.00642041,0.00644834
4,16,160,0.458278,0.912569,0.912757,0.00155809,0.00161294,0.00165881
5,32,320,0.456234,0.460482,0.465428,0.000386903,0.000403648,0.000423825
6,64,640,0.454164,0.4603,0.465252,9.69809e-05,0.000102335,0.000107296
7,128,1280,0.451015,0.459277,0.464571,2.40123e-05,2.6425e-05,2.79438e-05
8,256,2560,0.232754,0.45755,0.46318,5.85484e-06,6.67787e-06,7.21115e-06
9,512,5120,0.228053,0.451808,0.46109,1.37473e-06,1.65763e-06,1.88923e-06
10,1024,10240,0.223537,0.235288,0.250074,3.08414e-07,3.97639e-07,4.80224e-07
11,2048,20480,0.215713,0.231959,0.247542,6.17975e-08,9.19051e-08,1.19664e-07
12,4096,40960,0.194171,0.224908,0.24211,9.75793e-09,1.79332e-08,2.76561e-08
13,8192,81920,0.113173,0.20877,0.233682,8.82073e-10,2.38859e-09,4.87994e-09
14,16384,163840,0.0836442,0.157843,0.215238,1.76466e-11,1.17222e-10,3.9091e-10
15,32768,327680,0.0330656,0.0815998,0.123162,1.96252e-16,6.83199e-14,2.9252e-12
16,34465,344650,0,0,0,0,0,0
