depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.999373,0.999589,0.999661,0.99768,0.99768,0.99768
1,2,8,0.751863,0.999439,0.999633,0.24988,0.253323,0.254098
2,4,16,0.500955,0.504561,0.504731,0.062404,0.0638847,0.0641598
3,8,32,0.376159,0.501293,0.502591,0.0156442,0.0160855,0.0161953
4,16,64,0.250379,0.254006,0.254815,0.00390807,0.00410417,0.00412527
5,32,128,0.187922,0.252571,0.254573,0.000978201,0.00103589,0.00107781
6,64,256,0.125356,0.128781,0.132095,0.000245107,0.000265114,0.000282601
7,128,512,0.0932597,0.127383,0.131887,6.13363e-05,6.84657e-05,7.68772e-05
8,256,1024,0.0622652,0.0659819,0.0696596,1.49694e-05,1.76637e-05,2.05192e-05
9,512,2048,0.0431209,0.0645662,0.0688081,3.59904e-06,4.63207e-06,5.53455e-06
10,1024,4096,0.0300259,0.0341613,0.0377026,8.08797e-07,1.16288e-06,1.51845e-06
11,2048,8192,0.0207361,0.031897,0.0366017,1.70711e-07,2.84351e-07,4.40061e-07
12,4096,16384,0.0130392,0.0171724,0.0209532,2.76674e-08,6.22977e-08,1.10348e-07
13,8192,32768,0.0072298,0.0136898,0.0188765,2.49659e-09,9.68912e-09,2.40598e-08
14,16384,65536,0.00214002,0.00592192,0.0101339,1.17183e-11,3.66758e-10,2.65997e-09
15,17233,68932,0,0,0,0,0,0
