depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.998933,0.998979,0.998979,0.995738,0.995738,0.995738
1,2,8,0.750252,0.998887,0.998887,0.248898,0.250647,0.25104
2,4,16,0.499387,0.502729,0.503835,0.0626227,0.0629409,0.0630078
3,8,32,0.373214,0.503409,0.503835,0.0156097,0.0158286,0.0159349
4,16,64,0.250142,0.253013,0.255629,0.00389312,0.00401425,0.00409896
5,32,128,0.186511,0.253013,0.255557,0.000958374,0.00102297,0.00108732
6,64,256,0.124625,0.128133,0.131612,0.000237834,0.00026223,0.000289672
7,128,512,0.0929386,0.126761,0.131478,5.87723e-05,6.77001e-05,7.43964e-05
8,256,1024,0.0616974,0.0654252,0.0685947,1.45487e-05,1.71516e-05,1.93472e-05
9,512,2048,0.0458499,0.0639106,0.0682435,3.48032e-06,4.45452e-06,5.51253e-06
10,1024,4096,0.029887,0.0338456,0.0376582,8.02573e-07,1.13734e-06,1.48807e-06
11,2048,8192,0.0208516,0.0318839,0.0363669,1.65258e-07,2.78621e-07,3.95922e-07
12,4096,16384,0.012947,0.0170688,0.0208794,2.72682e-08,6.17778e-08,1.09407e-07
13,8192,32768,0.00715602,0.0136583,0.0187771,2.40751e-09,9.80608e-09,2.57343e-08
14,16384,65536,0.00205933,0.00586917,0.0100239,1.17136e-11,3.51029e-10,2.50546e-09
15,17233,68932,0,0,0,0,0,0
