depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.984117,0.988097,0.989426,0.905046,0.905046,0.905046
1,2,12,0.977207,0.986202,0.989249,0.325966,0.394724,0.410194
2,4,24,0.633825,0.979033,0.987932,0.0968328,0.134674,0.147114
3,8,48,0.506211,0.762222,0.893684,0.0303437,0.0394809,0.0445853
4,16,96,0.490856,0.671945,0.828749,0.00786106,0.0180624,0.0243839
5,32,192,0.410297,0.523473,0.71802,0.00254924,0.00600686,0.0109816
6,64,384,0.27871,0.427765,0.511043,0.000711078,0.00133738,0.0033948
7,128,768,0.259524,0.354614,0.468665,0.000195901,0.000442901,0.000891544
8,256,1536,0.203465,0.294224,0.415489,4.57277e-05,0.000105973,0.000234058
9,512,3072,0.139494,0.219456,0.323049,8.6261e-06,2.08829e-05,5.12622e-05
10,1024,6144,0.105329,0.171484,0.271702,1.14107e-06,3.53771e-06,1.22565e-05
11,2048,12288,0.0612018,0.120778,0.21442,4.23381e-08,2.45796e-07,8.87799e-07
12,4096,24576,0,0.0492708,0.114744,0,8.63231e-10,1.67537e-08
13,1809,10854,0,0,0,0,0,0
