depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.991588,0.992073,0.99222,0.965642,0.965642,0.965642
1,2,8,0.801236,0.991524,0.991675,0.272248,0.287533,0.290972
2,4,16,0.507383,0.606259,0.629821,0.0771612,0.0825612,0.0836257
3,8,32,0.434291,0.571936,0.618336,0.0217623,0.0329391,0.0335985
4,16,64,0.265681,0.364043,0.38723,0.00638864,0.0108989,0.011996
5,32,128,0.239602,0.328056,0.38669,0.00208777,0.00347303,0.00573771
6,64,256,0.144893,0.230604,0.258217,0.000699064,0.00128849,0.00175646
7,128,512,0.131805,0.20244,0.246018,0.00022185,0.000470599,0.000790779
8,256,1024,0.0850933,0.139285,0.196764,7.91899e-05,0.000157713,0.000220044
9,512,2048,0.0743745,0.120775,0.167519,2.4086e-05,5.31891e-05,9.5646e-05
10,1024,4096,0.0493297,0.0873658,0.137703,7.10164e-06,1.61641e-05,2.88449e-05
11,2048,8192,0.0364621,0.0698654,0.114095,1.74572e-06,4.36024e-06,9.93744e-06
12,4096,16384,0.0241553,0.0478971,0.0892068,3.5642e-07,1.08139e-06,2.84551e-06
13,8192,32768,0.0144585,0.0314357,0.0689034,4.21047e-08,1.85266e-07,6.61057e-07
14,16384,65536,0.00475959,0.01527,0.0410792,3.01834e-10,5.54325e-09,4.32308e-08
15,17233,68932,0,0,0,0,0,0
