depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.941942,0.941953,0.941953,0.619697,0.619697,0.619697
1,2,16,0.94191,0.941952,0.941953,0.154907,0.1551,0.155143
2,4,32,0.70694,0.941941,0.941953,0.0387652,0.0388584,0.0388632
3,8,64,0.471325,0.941849,0.941942,0.00961159,0.0098512,0.00989896
4,16,128,0.470781,0.473898,0.477032,0.00242539,0.00245268,0.00252581
5,32,256,0.469773,0.473775,0.476864,0.00060036,0.000624189,0.00063298
6,64,512,0.353278,0.473602,0.476767,0.000150942,0.000158837,0.000164071
7,128,1024,0.236628,0.470514,0.476494,3.7006e-05,4.03853e-05,4.30074e-05
8,256,2048,0.234279,0.24135,0.24752,9.03708e-06,1.02526e-05,1.107e-05
9,512,4096,0.230379,0.24009,0.247131,2.17854e-06,2.53585e-06,2.95637e-06
10,1024,8192,0.17435,0.236757,0.24483,4.93846e-07,6.45293e-07,8.02262e-07
11,2048,16384,0.116527,0.228743,0.241726,1.03264e-07,1.54976e-07,2.08528e-07
12,4096,32768,0.108465,0.123269,0.140249,1.80733e-08,3.23902e-08,5.01665e-08
13,8192,65536,0.0919343,0.115856,0.134431,1.99026e-09,5.20419e-09,9.87246e-09
14,16384,131072,0.0546573,0.0994354,0.124496,6.50511e-11,3.67594e-10,1.19502e-09
15,32768,262144,0.0194287,0.0550122,0.0982069,5.7011e-15,9.23363e-13,1.96304e-11
16,34465,275720,0,0,0,0,0,0
