group_size,count
6,2
7,3
8,12
9,27
10,50
11,77
12,122
13,199
14,277
15,422
16,463
17,609
18,657
19,698
20,720
21,673
22,629
23,574
24,455
25,403
26,320
27,270
28,183
29,123
30,75
31,58
32,67
33,33
34,37
35,29
36,35
37,47
38,52
39,48
40,70
41,50
42,49
43,46
44,47
45,40
46,31
47,33
48,21
49,27
50,25
51,13
52,4
53,9
54,6
55,6
56,2
57,8
58,9
59,1
60,2
61,3
62,1
63,1
64,1
65,3
66,1
67,4
68,1
69,1
70,3
72,1
