depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.992072,0.992093,0.992093,0.953322,0.953322,0.953322
1,2,12,0.991958,0.992067,0.992072,0.238271,0.239132,0.239325
2,4,24,0.497587,0.991992,0.992072,0.0595925,0.0601853,0.0602942
3,8,48,0.495842,0.501291,0.504683,0.0148291,0.0153976,0.0154067
4,16,96,0.49304,0.50096,0.504683,0.00371214,0.00390198,0.00393341
5,32,192,0.250782,0.500559,0.504443,0.000923083,0.000990631,0.00104504
6,64,384,0.246994,0.254382,0.260029,0.000228443,0.000251584,0.000273146
7,128,768,0.24308,0.252753,0.260848,5.62353e-05,6.35323e-05,7.41892e-05
8,256,1536,0.126276,0.248807,0.261723,1.35455e-05,1.63712e-05,1.91147e-05
9,512,3072,0.121543,0.130348,0.13937,3.1858e-06,4.14603e-06,4.76698e-06
10,1024,6144,0.113463,0.127645,0.137889,7.0144e-07,1.03519e-06,1.34979e-06
11,2048,12288,0.0625034,0.119461,0.133844,1.32039e-07,2.36379e-07,3.44148e-07
12,4096,24576,0.0518546,0.0653027,0.0778232,1.76933e-08,4.38341e-08,8.1539e-08
13,8192,49152,0.033668,0.0559095,0.0720184,9.5349e-10,4.60062e-09,1.39194e-08
14,16384,98304,0.0106308,0.0316607,0.0561934,6.16039e-13,4.62329e-11,6.29419e-10
15,17233,103398,0,0,0,0,0,0
