depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.983056,0.983079,0.983079,0.902545,0.902545,0.902545
1,2,12,0.982972,0.983054,0.983055,0.225556,0.225654,0.225676
2,4,24,0.491826,0.983039,0.983055,0.0564004,0.0570141,0.0572018
3,8,48,0.491354,0.495156,0.495651,0.0141595,0.0143002,0.0143297
4,16,96,0.48816,0.494904,0.495651,0.0035162,0.0036653,0.00372772
5,32,192,0.248304,0.49382,0.495532,0.000876761,0.000932091,0.000985108
6,64,384,0.245453,0.25221,0.25847,0.000217763,0.000239259,0.000247047
7,128,768,0.24136,0.250794,0.258513,5.35184e-05,6.08804e-05,6.74841e-05
8,256,1536,0.125482,0.246385,0.257718,1.29934e-05,1.54862e-05,1.78762e-05
9,512,3072,0.120395,0.129832,0.139857,3.05314e-06,4.03106e-06,4.81329e-06
10,1024,6144,0.112081,0.127075,0.137271,6.55282e-07,9.70491e-07,1.30338e-06
11,2048,12288,0.0619316,0.119009,0.133084,1.26159e-07,2.28415e-07,3.3852e-07
12,4096,24576,0.0513287,0.064915,0.0786558,1.6874e-08,4.20495e-08,7.8933e-08
13,8192,49152,0.0335575,0.0554458,0.0723791,9.06446e-10,4.48893e-09,1.31345e-08
14,16384,98304,0.010677,0.0316367,0.0565511,6.59401e-13,4.53377e-11,5.18367e-10
15,17233,103398,0,0,0,0,0,0
