left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,22,93,37,9,47,19900,7,14,84,37,6,0,9,15,6,16,1.46667,0.727273,1.77778
1,16,63,23,8,32,19935,2,14,55,23,6,0,8,14,6,10,1.14286,0.625,1.25
2,20,82,31,9,42,19914,4,14,73,31,7,0,9,16,7,13,1.25,0.65,1.44444
3,23,84,33,7,44,19910,6,14,77,33,10,0,7,17,10,13,1.35294,0.565217,1.85714
4,14,62,24,6,32,19936,2,14,56,24,6,0,6,12,6,8,1.16667,0.571429,1.33333
5,12,47,17,6,24,19952,1,14,41,17,5,0,6,11,5,7,1.09091,0.583333,1.16667
6,20,50,17,8,25,19944,6,14,42,17,6,0,8,14,6,14,1.42857,0.7,1.75
7,20,87,36,8,43,19906,7,13,79,36,5,0,8,13,5,15,1.53846,0.75,1.875
8,17,61,26,5,30,19930,9,13,56,26,3,0,5,8,3,14,2.125,0.823529,2.8
9,18,77,30,8,39,19917,6,14,69,30,4,0,8,12,4,14,1.5,0.777778,1.75
10,22,85,37,4,44,19907,8,14,81,37,10,0,4,14,10,12,1.57143,0.545455,3
11,22,52,17,8,27,19943,5,14,44,17,9,0,8,17,9,13,1.29412,0.590909,1.625
12,13,110,49,4,57,19890,0,14,106,49,9,0,4,13,9,4,1,0.307692,1
13,29,122,47,12,63,19872,6,14,110,47,11,0,12,23,11,18,1.26087,0.62069,1.5
14,20,72,30,6,36,19921,7,14,66,30,7,0,6,13,7,13,1.53846,0.65,2.16667
15,23,110,49,5,56,19883,7,14,105,49,11,0,5,16,11,12,1.4375,0.521739,2.4
16,28,84,32,7,45,19909,7,14,77,32,14,0,7,21,14,14,1.33333,0.5,2
17,17,58,23,5,30,19939,3,14,53,23,9,0,5,14,9,8,1.21429,0.470588,1.6
18,12,101,47,3,51,19897,2,14,98,47,7,0,3,10,7,5,1.2,0.416667,1.66667
19,22,111,46,9,56,19885,4,14,102,46,9,0,9,18,9,13,1.22222,0.590909,1.44444
20,19,77,31,5,41,19920,3,14,72,31,11,0,5,16,11,8,1.1875,0.421053,1.6
21,23,103,44,6,53,19890,7,14,97,44,10,0,6,16,10,13,1.4375,0.565217,2.16667
22,25,107,38,14,55,19888,5,14,93,38,6,0,14,20,6,19,1.25,0.76,1.35714
23,22,87,37,6,44,19905,8,14,81,37,8,0,6,14,8,14,1.57143,0.636364,2.33333
24,25,93,32,12,49,19903,4,14,81,32,9,0,12,21,9,16,1.19048,0.64,1.33333
25,15,89,38,6,45,19905,6,14,83,38,3,0,6,9,3,12,1.66667,0.8,2
26,17,69,28,5,36,19925,6,14,64,28,6,0,5,11,6,11,1.54545,0.647059,2.2
27,21,81,34,5,42,19914,5,14,76,34,11,0,5,16,11,10,1.3125,0.47619,2
28,22,99,39,8,52,19900,1,14,91,39,13,0,8,21,13,9,1.04762,0.409091,1.125
29,15,74,31,5,38,19924,2,14,69,31,8,0,5,13,8,7,1.15385,0.466667,1.4
30,23,105,41,10,54,19888,7,14,95,41,6,0,10,16,6,17,1.4375,0.73913,1.7
31,24,109,43,10,56,19886,5,14,99,43,9,0,10,19,9,15,1.26316,0.625,1.5
32,20,111,48,7,56,19882,7,14,104,48,6,0,7,13,6,14,1.53846,0.7,2
33,36,150,60,12,78,19846,4,14,138,60,20,0,12,32,20,16,1.125,0.444444,1.33333
34,14,65,26,5,34,19932,3,14,60,26,6,0,5,11,6,8,1.27273,0.571429,1.6
35,25,102,43,7,52,19892,6,14,95,43,12,0,7,19,12,13,1.31579,0.52,1.85714
36,28,88,33,10,45,19900,12,14,78,33,6,0,10,16,6,22,1.75,0.785714,2.2
37,21,88,38,5,45,19906,6,14,83,38,10,0,5,15,10,11,1.4,0.52381,2.2
38,18,86,38,4,44,19913,1,14,82,38,13,0,4,17,13,5,1.05882,0.277778,1.25
39,19,69,26,8,35,19926,5,14,61,26,6,0,8,14,6,13,1.35714,0.684211,1.625
40,19,66,26,6,34,19930,4,14,60,26,9,0,6,15,9,10,1.26667,0.526316,1.66667
41,19,72,30,6,36,19922,6,14,66,30,7,0,6,13,7,12,1.46154,0.631579,2
42,32,112,45,9,58,19881,7,14,103,45,16,0,9,25,16,16,1.28,0.5,1.77778
43,21,66,24,7,35,19931,3,14,59,24,11,0,7,18,11,10,1.16667,0.47619,1.42857
44,20,63,24,7,32,19929,8,14,56,24,5,0,7,12,5,15,1.66667,0.75,2.14286
45,25,123,49,11,63,19871,6,14,112,49,8,0,11,19,8,17,1.31579,0.68,1.54545
46,17,70,29,5,36,19929,1,14,65,29,11,0,5,16,11,6,1.0625,0.352941,1.2
47,9,48,18,4,26,19952,0,14,44,18,5,0,4,9,5,4,1,0.444444,1
48,16,62,25,5,32,19934,4,14,57,25,7,0,5,12,7,9,1.33333,0.5625,1.8
49,25,115,47,8,60,19875,10,14,107,47,7,0,8,15,7,18,1.66667,0.72,2.25
50,15,79,33,5,41,19918,3,14,74,33,7,0,5,12,7,8,1.25,0.533333,1.6
51,15,86,35,7,44,19909,5,14,79,35,3,0,7,10,3,12,1.5,0.8,1.71429
52,34,108,43,9,56,19879,13,14,99,43,12,0,9,21,12,22,1.61905,0.647059,2.44444
53,24,125,47,12,66,19874,1,14,113,47,11,0,12,23,11,13,1.04348,0.541667,1.08333
54,20,98,45,3,50,19892,10,14,95,45,7,0,3,10,7,13,2,0.65,4.33333
55,23,100,38,9,53,19898,2,14,91,38,12,0,9,21,12,11,1.09524,0.478261,1.22222
56,8,60,28,2,30,19938,2,14,58,28,4,0,2,6,4,4,1.33333,0.5,2
57,14,95,41,5,49,19903,2,14,90,41,7,0,5,12,7,7,1.16667,0.5,1.4
58,22,89,36,7,46,19906,5,14,82,36,10,0,7,17,10,12,1.29412,0.545455,1.71429
59,14,88,37,6,45,19910,2,14,82,37,6,0,6,12,6,8,1.16667,0.571429,1.33333
60,22,94,38,8,48,19902,4,14,86,38,10,0,8,18,10,12,1.22222,0.545455,1.5
61,21,125,52,8,65,19874,1,14,117,52,12,0,8,20,12,9,1.05,0.428571,1.125
62,18,75,30,6,39,19919,6,14,69,30,6,0,6,12,6,12,1.5,0.666667,2
63,14,97,43,5,49,19900,3,14,92,43,6,0,5,11,6,8,1.27273,0.571429,1.6
64,20,108,46,7,55,19886,6,14,101,46,7,0,7,14,7,13,1.42857,0.65,1.85714
65,23,67,28,5,34,19921,12,14,62,28,6,0,5,11,6,17,2.09091,0.73913,3.4
66,24,112,47,7,58,19882,6,14,105,47,11,0,7,18,11,13,1.33333,0.541667,1.85714
67,17,69,27,5,37,19927,4,14,64,27,8,0,5,13,8,9,1.30769,0.529412,1.8
68,15,66,29,4,33,19927,7,14,62,29,4,0,4,8,4,11,1.875,0.733333,2.75
69,23,123,48,10,65,19874,3,14,113,48,10,0,10,20,10,13,1.15,0.565217,1.3
70,18,96,41,5,50,19900,4,14,91,41,9,0,5,14,9,9,1.28571,0.5,1.8
71,21,74,27,8,39,19922,4,14,66,27,9,0,8,17,9,12,1.23529,0.571429,1.5
72,23,108,43,10,55,19887,5,14,98,43,8,0,10,18,8,15,1.27778,0.652174,1.5
73,23,109,44,9,56,19882,9,14,100,44,5,0,9,14,5,18,1.64286,0.782609,2
74,22,109,44,9,56,19887,4,14,100,44,9,0,9,18,9,13,1.22222,0.590909,1.44444
75,32,101,40,10,51,19892,7,14,91,40,15,0,10,25,15,17,1.28,0.53125,1.7
76,17,83,35,4,44,19914,3,14,79,35,10,0,4,14,10,7,1.21429,0.411765,1.75
77,18,88,35,7,46,19908,4,14,81,35,7,0,7,14,7,11,1.28571,0.611111,1.57143
78,22,78,33,6,39,19915,7,14,72,33,9,0,6,15,9,13,1.46667,0.590909,2.16667
79,29,104,41,8,55,19885,11,14,96,41,10,0,8,18,10,19,1.61111,0.655172,2.375
80,24,118,46,11,61,19878,4,14,107,46,9,0,11,20,9,15,1.2,0.625,1.36364
81,24,97,41,6,50,19896,7,14,91,41,11,0,6,17,11,13,1.41176,0.541667,2.16667
82,11,57,24,4,29,19939,4,14,53,24,3,0,4,7,3,8,1.57143,0.727273,2
83,20,76,30,7,39,19918,6,14,69,30,7,0,7,14,7,13,1.42857,0.65,1.85714
84,34,109,41,12,56,19885,6,14,97,41,16,0,12,28,16,18,1.21429,0.529412,1.5
85,25,56,20,8,28,19939,5,14,48,20,12,0,8,20,12,13,1.25,0.52,1.625
86,16,67,28,6,33,19927,6,13,61,28,4,0,6,10,4,12,1.6,0.75,2
87,23,83,30,10,43,19913,4,14,73,30,9,0,10,19,9,14,1.21053,0.608696,1.4
88,14,58,24,5,29,19939,3,14,53,24,6,0,5,11,6,8,1.27273,0.571429,1.6
89,18,79,33,5,41,19914,7,14,74,33,6,0,5,11,6,12,1.63636,0.666667,2.4
90,32,106,39,11,56,19885,9,14,95,39,12,0,11,23,12,20,1.3913,0.625,1.81818
91,30,94,35,11,48,19893,13,14,83,35,6,0,11,17,6,24,1.76471,0.8,2.18182
92,15,69,28,6,35,19927,4,14,63,28,5,0,6,11,5,10,1.36364,0.666667,1.66667
93,15,78,30,8,40,19921,1,14,70,30,6,0,8,14,6,9,1.07143,0.6,1.125
94,15,88,35,7,46,19908,4,14,81,35,4,0,7,11,4,11,1.36364,0.733333,1.57143
95,13,51,22,4,25,19944,5,13,47,22,4,0,4,8,4,9,1.625,0.692308,2.25
96,22,91,36,8,47,19907,2,14,83,36,12,0,8,20,12,10,1.1,0.454545,1.25
97,14,69,30,4,35,19923,8,14,65,30,2,0,4,6,2,12,2.33333,0.857143,3
98,18,89,34,9,46,19907,4,14,80,34,5,0,9,14,5,13,1.28571,0.722222,1.44444
