depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.959245,0.959246,0.959246,0.65953,0.65953,0.65953
1,2,20,0.959202,0.959245,0.959245,0.164836,0.166427,0.166785
2,4,40,0.959058,0.959212,0.959245,0.0412967,0.0418628,0.0420635
3,8,80,0.482453,0.959122,0.959245,0.010303,0.0104977,0.0106126
4,16,160,0.481893,0.958549,0.959142,0.00256746,0.00267108,0.00270805
5,32,320,0.479101,0.485217,0.498151,0.00063252,0.000684243,0.000707
6,64,640,0.475979,0.484417,0.496654,0.000157343,0.00017204,0.000181195
7,128,1280,0.47004,0.482904,0.495489,3.81355e-05,4.39268e-05,4.73721e-05
8,256,2560,0.245679,0.481465,0.494352,9.15666e-06,1.08093e-05,1.28832e-05
9,512,5120,0.238477,0.469831,0.489414,2.02295e-06,2.6606e-06,3.30971e-06
10,1024,10240,0.230497,0.24879,0.274214,4.09472e-07,6.2038e-07,8.14751e-07
11,2048,20480,0.214706,0.241918,0.268218,6.34969e-08,1.19194e-07,1.80464e-07
12,4096,40960,0.172433,0.228129,0.258191,5.70164e-09,1.6033e-08,3.31803e-08
13,8192,81920,0.100535,0.194122,0.240575,1.12805e-10,7.71118e-10,2.81837e-09
14,16384,163840,0.0389939,0.105219,0.191245,1.22641e-15,4.39259e-13,1.88203e-11
15,17233,172330,0,0,0,0,0,0
