group_size,count
17,1
19,2
20,4
21,2
23,3
25,5
26,3
27,5
28,3
29,2
30,2
31,4
32,8
33,6
34,7
35,9
36,5
37,11
38,17
39,14
40,11
41,13
42,14
43,17
44,18
45,18
46,20
47,37
48,42
49,38
50,47
51,42
52,48
53,58
54,51
55,83
56,58
57,67
58,60
59,72
60,95
61,97
62,95
63,99
64,133
65,120
66,127
67,144
68,132
69,140
70,176
71,170
72,179
73,172
74,194
75,221
76,202
77,207
78,260
79,240
80,265
81,255
82,277
83,266
84,244
85,315
86,286
87,282
88,293
89,313
90,318
91,310
92,309
93,276
94,309
95,319
96,309
97,325
98,308
99,349
100,335
101,311
102,297
103,316
104,301
105,313
106,293
107,306
108,293
109,293
110,269
111,275
112,252
113,299
114,279
115,265
116,246
117,243
118,244
119,223
120,189
121,194
122,217
123,204
124,210
125,182
126,188
127,155
128,175
129,156
130,186
131,133
132,131
133,121
134,108
135,119
136,125
137,99
138,104
139,92
140,107
141,77
142,75
143,67
144,78
145,65
146,56
147,65
148,55
149,47
150,36
151,36
152,37
153,30
154,29
155,35
156,21
157,29
158,24
159,22
160,23
161,20
162,26
163,10
164,11
165,7
166,12
167,15
168,5
169,8
170,6
171,5
172,5
173,8
174,7
175,7
176,2
177,3
178,2
179,3
180,5
181,1
182,1
183,1
184,1
186,1
187,2
188,1
189,2
191,2
192,3
193,1
200,1
207,1
210,1
237,1
