depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.990654,0.993313,0.994176,0.96537,0.96537,0.96537
1,2,8,0.780993,0.990618,0.991031,0.260252,0.275428,0.278843
2,4,16,0.497126,0.544523,0.569949,0.0670689,0.0723266,0.0743466
3,8,32,0.4137,0.52873,0.546193,0.0185011,0.0216173,0.0232668
4,16,64,0.2603,0.304618,0.346477,0.00531808,0.00588047,0.00656923
5,32,128,0.217755,0.27228,0.329393,0.00143069,0.00179133,0.0023089
6,64,256,0.135821,0.170094,0.204419,0.000375567,0.00055409,0.000655415
7,128,512,0.114223,0.150066,0.178907,0.000109266,0.000163949,0.000256981
8,256,1024,0.0701786,0.0956562,0.120821,2.70705e-05,4.30871e-05,7.14346e-05
9,512,2048,0.0535269,0.0768388,0.106421,6.59226e-06,1.27484e-05,2.66619e-05
10,1024,4096,0.0321148,0.0515869,0.0790466,1.09691e-06,2.85316e-06,6.33054e-06
11,2048,8192,0.0177379,0.0355061,0.0616077,8.83424e-08,4.18484e-07,1.17268e-06
12,4096,16384,0,0.0133827,0.0322073,0,7.51682e-09,7.23757e-08
13,1809,7236,0,0,0,0,0,0
