depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.845805,0.845819,0.845819,0.187372,0.187372,0.187372
1,2,20,0.845776,0.845812,0.845819,0.0468312,0.0469884,0.0470237
2,4,40,0.845616,0.845745,0.845787,0.011747,0.0120238,0.0120719
3,8,80,0.426507,0.845708,0.845757,0.00295157,0.00300672,0.00304349
4,16,160,0.423925,0.845468,0.845715,0.000730195,0.000758763,0.000766754
5,32,320,0.422552,0.427822,0.43735,0.00018099,0.000190433,0.0001991
6,64,640,0.419503,0.427344,0.43674,4.44473e-05,4.91326e-05,5.24283e-05
7,128,1280,0.415594,0.425692,0.43674,1.07248e-05,1.24311e-05,1.36649e-05
8,256,2560,0.21711,0.423006,0.435294,2.53044e-06,3.13071e-06,3.68331e-06
9,512,5120,0.210099,0.414403,0.431965,5.74138e-07,7.63603e-07,8.90094e-07
10,1024,10240,0.203145,0.219568,0.242727,1.17145e-07,1.72921e-07,2.31889e-07
11,2048,20480,0.189535,0.21371,0.236353,1.83396e-08,3.39514e-08,5.35816e-08
12,4096,40960,0.152035,0.201403,0.22791,1.66633e-09,4.52309e-09,1.01226e-08
13,8192,81920,0.0889453,0.171513,0.212995,3.27109e-11,2.14435e-10,7.51996e-10
14,16384,163840,0.0342842,0.0924136,0.168106,3.41336e-16,1.20262e-13,5.93964e-12
15,17233,172330,0,0,0,0,0,0
