depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.899297,0.899427,0.899427,0.427613,0.427613,0.427613
1,2,16,0.898993,0.899339,0.899403,0.106758,0.107373,0.107512
2,4,32,0.678228,0.899236,0.899403,0.0264367,0.0276932,0.0278827
3,8,64,0.45119,0.898585,0.899403,0.00667089,0.00695132,0.00703531
4,16,128,0.447677,0.457989,0.469251,0.00161338,0.00178343,0.00180903
5,32,256,0.441045,0.456399,0.467998,0.00039889,0.00044422,0.000468911
6,64,512,0.335539,0.452256,0.466366,9.52065e-05,0.000115718,0.000122151
7,128,1024,0.224804,0.440176,0.461409,2.08522e-05,2.77438e-05,3.43945e-05
8,256,2048,0.213771,0.235087,0.255336,4.21255e-06,6.47256e-06,9.14953e-06
9,512,4096,0.192802,0.225478,0.24988,6.5799e-07,1.23115e-06,2.15886e-06
10,1024,8192,0.125015,0.207151,0.236316,5.32992e-08,1.67185e-07,3.734e-07
11,2048,16384,0.0736887,0.149058,0.213346,7.74704e-10,8.04372e-09,2.8968e-08
12,4096,32768,0,0.0609514,0.114148,0,5.71528e-12,3.28943e-10
13,1809,14472,0,0,0,0,0,0
