group_size,count
6,1
7,5
8,9
9,13
10,45
11,79
12,117
13,193
14,294
15,391
16,545
17,602
18,725
19,696
20,777
21,662
22,641
23,560
24,450
25,399
26,306
27,218
28,149
29,108
30,97
31,74
32,43
33,48
34,45
35,44
36,41
37,64
38,46
39,47
40,35
41,44
42,56
43,47
44,47
45,26
46,38
47,37
48,27
49,15
50,22
51,12
52,5
53,7
54,5
55,7
56,4
57,1
58,3
59,4
60,5
61,3
62,1
63,3
64,1
65,2
66,2
67,2
68,3
69,1
70,3
72,2
73,2
77,1
80,1
89,1
90,1
