depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,8,0.979265,0.981107,0.981163,0.838246,0.838246,0.838246
1,2,16,0.973139,0.980351,0.98115,0.307788,0.349589,0.358994
2,4,32,0.967074,0.978963,0.981067,0.107562,0.143303,0.155479
3,8,64,0.54262,0.973723,0.980962,0.035546,0.0561586,0.0715952
4,16,128,0.525838,0.932329,0.97682,0.0119895,0.0190678,0.0292381
5,32,256,0.508111,0.864492,0.962519,0.00368246,0.00823751,0.0133335
6,64,512,0.451073,0.707541,0.919709,0.00106341,0.00288385,0.00676812
7,128,1024,0.361816,0.547431,0.832338,0.000289476,0.00072955,0.00135896
8,256,2048,0.283459,0.438203,0.600475,6.39725e-05,0.000159826,0.000310899
9,512,4096,0.2484,0.375219,0.55218,1.08423e-05,2.77672e-05,7.90655e-05
10,1024,8192,0.18405,0.296499,0.464663,9.52054e-07,3.43892e-06,1.02464e-05
11,2048,16384,0.106526,0.216219,0.371294,1.3381e-08,1.10947e-07,4.57815e-07
12,4096,32768,0,0.0919573,0.216325,0,6.86792e-11,2.41601e-09
13,1809,14472,0,0,0,0,0,0
