depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.997898,0.99845,0.998769,0.987515,0.987515,0.987515
1,2,12,0.997165,0.997739,0.997934,0.256042,0.262233,0.263626
2,4,24,0.513079,0.997085,0.997571,0.0671268,0.0709977,0.0720674
3,8,48,0.499605,0.529354,0.55532,0.0168601,0.0179616,0.0183568
4,16,96,0.496717,0.521243,0.54932,0.0044864,0.0048516,0.00504448
5,32,192,0.26416,0.502074,0.526136,0.0011267,0.0012537,0.00139653
6,64,384,0.253771,0.269915,0.288373,0.000285089,0.000325374,0.000365913
7,128,768,0.247974,0.262652,0.282599,7.31898e-05,8.37253e-05,0.000101672
8,256,1536,0.135278,0.255321,0.270869,1.77928e-05,2.18867e-05,2.80978e-05
9,512,3072,0.125713,0.139426,0.1577,4.05207e-06,5.50409e-06,6.66837e-06
10,1024,6144,0.115387,0.132707,0.149626,9.09116e-07,1.39065e-06,1.85367e-06
11,2048,12288,0.0661781,0.122603,0.14032,1.69885e-07,3.01363e-07,4.8367e-07
12,4096,24576,0.0535145,0.068767,0.0857106,2.21527e-08,5.23091e-08,1.04024e-07
13,8192,49152,0.0347413,0.0579435,0.0758363,1.21907e-09,5.73626e-09,1.7305e-08
14,16384,98304,0.0114681,0.033127,0.0581622,8.28306e-13,4.96625e-11,6.49336e-10
15,17233,103398,0,0,0,0,0,0
