depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.992061,0.992091,0.992091,0.953356,0.953356,0.953356
1,2,12,0.991997,0.992064,0.992065,0.238287,0.239403,0.239654
2,4,24,0.497962,0.992031,0.99204,0.0599068,0.0605129,0.0605133
3,8,48,0.49591,0.500535,0.501338,0.014891,0.015271,0.0153828
4,16,96,0.493332,0.500412,0.501338,0.00370132,0.00384136,0.00399568
5,32,192,0.250004,0.496933,0.500323,0.000927115,0.000969832,0.00100263
6,64,384,0.247665,0.253899,0.259586,0.000229831,0.000252335,0.000266583
7,128,768,0.242955,0.25303,0.258975,5.65412e-05,6.47256e-05,6.96837e-05
8,256,1536,0.126224,0.24914,0.25854,1.36538e-05,1.62139e-05,1.97935e-05
9,512,3072,0.121598,0.129978,0.139598,3.21718e-06,4.06622e-06,5.11653e-06
10,1024,6144,0.113375,0.127663,0.136816,6.90193e-07,1.04425e-06,1.35298e-06
11,2048,12288,0.0625718,0.119907,0.134104,1.2972e-07,2.30641e-07,3.65033e-07
12,4096,24576,0.0516271,0.0656112,0.0781769,1.7436e-08,4.31151e-08,8.03706e-08
13,8192,49152,0.0336937,0.0560301,0.0722753,9.38922e-10,4.69956e-09,1.33931e-08
14,16384,98304,0.010686,0.0317491,0.056557,6.22455e-13,4.80072e-11,6.00297e-10
15,17233,103398,0,0,0,0,0,0
