depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,6,0.938508,0.938621,0.938621,0.68302,0.68302,0.68302
1,2,12,0.937916,0.938619,0.938621,0.170612,0.172452,0.172865
2,4,24,0.472745,0.9386,0.938621,0.0425017,0.0435916,0.0439341
3,8,48,0.469071,0.47296,0.475721,0.0105365,0.0109874,0.0110611
4,16,96,0.464135,0.472472,0.475375,0.00257425,0.00278653,0.00288111
5,32,192,0.237889,0.469067,0.475084,0.000639077,0.000732117,0.000771126
6,64,384,0.231562,0.244552,0.257742,0.000156786,0.000184263,0.000215739
7,128,768,0.219725,0.242091,0.254398,3.52446e-05,4.75021e-05,5.8972e-05
8,256,1536,0.118968,0.232005,0.251139,7.37747e-06,1.16448e-05,1.51071e-05
9,512,3072,0.105411,0.125465,0.145803,1.31783e-06,2.52573e-06,4.30785e-06
10,1024,6144,0.079006,0.113788,0.140786,1.40441e-07,4.31065e-07,9.08196e-07
11,2048,12288,0.0406493,0.0850414,0.12433,4.36642e-09,3.25192e-08,1.10278e-07
12,4096,24576,0,0.0329872,0.0655056,0,1.1837e-10,2.78125e-09
13,1809,10854,0,0,0,0,0,0
