depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,4,0.968948,0.968951,0.968951,0.881459,0.881459,0.881459
1,2,8,0.726725,0.96893,0.96893,0.220319,0.220425,0.220449
2,4,16,0.484434,0.486798,0.487126,0.0550326,0.0556457,0.0557068
3,8,32,0.363532,0.487022,0.487126,0.0137506,0.0140398,0.0141884
4,16,64,0.242125,0.245363,0.247458,0.00346291,0.00353995,0.00356777
5,32,128,0.18064,0.245363,0.247446,0.000857111,0.000908118,0.000946818
6,64,256,0.120611,0.125469,0.128099,0.000211927,0.000233532,0.00025389
7,128,512,0.0872258,0.123848,0.128077,5.26988e-05,5.91498e-05,6.58795e-05
8,256,1024,0.0599425,0.0639329,0.0673816,1.26752e-05,1.54999e-05,1.76514e-05
9,512,2048,0.0421835,0.0625892,0.0667774,3.09465e-06,3.94088e-06,4.93083e-06
10,1024,4096,0.0289686,0.0331233,0.0364657,7.06807e-07,1.02555e-06,1.3942e-06
11,2048,8192,0.0197695,0.0309141,0.0357209,1.45418e-07,2.51322e-07,3.79581e-07
12,4096,16384,0.0125163,0.0165828,0.020583,2.36556e-08,5.44516e-08,9.92963e-08
13,8192,32768,0.00697777,0.0131825,0.0183516,2.10344e-09,8.52323e-09,2.16653e-08
14,16384,65536,0.00200048,0.00563419,0.00963056,1.02619e-11,3.28455e-10,2.35798e-09
15,17233,68932,0,0,0,0,0,0
