run_id,family,dim,N,alpha_target,checks.count_sum_matches,checks.decompose_mass_matches,checks.sample_valid,checks.empty_output_consistent,checks.materialized_join_matches,checks.materialized_join_size,checks.pair_tv_to_uniform,checks.left_tv_to_theory
correctness_d2_N500_a1_t20000_F0_rep0,F0,2,500,1,True,True,True,True,True,1034,0.0906424,0.0555802
