group_size,count
6,1
15,1
16,1
18,2
19,1
20,2
22,1
24,4
25,1
26,4
27,3
28,4
29,4
30,5
31,5
32,10
33,4
34,5
35,10
36,9
37,3
38,11
39,9
40,8
41,9
42,11
43,18
44,6
45,10
46,8
47,9
48,11
49,5
50,16
51,9
52,15
53,10
54,13
55,14
56,11
57,16
58,17
59,11
60,12
61,15
62,13
63,16
64,18
65,15
66,13
67,21
68,16
69,17
70,26
71,11
72,14
73,16
74,14
75,29
76,21
77,20
78,17
79,16
80,24
81,16
82,24
83,16
84,18
85,26
86,13
87,13
88,18
89,16
90,21
91,20
92,20
93,17
94,16
95,31
96,21
97,19
98,20
99,14
100,20
101,22
102,21
103,23
104,24
105,18
106,14
107,14
108,22
109,13
110,13
111,14
112,24
113,16
114,11
115,19
116,9
117,20
118,16
119,13
120,16
121,22
122,8
123,19
124,10
125,10
126,18
127,12
128,15
129,10
130,15
131,6
132,13
133,12
134,15
135,8
136,10
137,14
138,17
139,15
140,12
141,10
142,11
143,8
144,13
145,12
146,8
147,9
148,8
149,7
150,7
151,8
152,7
153,8
154,6
155,9
156,4
157,12
158,9
159,6
160,6
161,9
162,5
163,9
164,7
165,6
166,4
167,3
168,6
169,5
170,2
171,5
172,3
173,6
174,3
175,5
176,3
177,6
178,4
179,2
180,5
181,2
182,1
183,4
184,3
185,2
186,2
187,4
189,2
190,2
191,4
192,5
193,1
194,4
195,1
196,2
198,1
200,2
201,2
202,1
203,1
204,1
206,1
207,2
208,3
214,1
215,1
225,1
227,1
228,1
232,1
242,1
251,1
