group_size,count
3,1
6,1
7,2
8,2
9,1
10,4
11,2
12,7
13,7
14,13
15,14
16,25
17,19
18,29
19,33
20,42
21,48
22,54
23,73
24,92
25,108
26,102
27,126
28,168
29,169
30,200
31,230
32,280
33,290
34,304
35,338
36,366
37,385
38,466
39,496
40,498
41,548
42,518
43,581
44,573
45,598
46,583
47,655
48,612
49,648
50,633
51,626
52,623
53,662
54,581
55,602
56,622
57,584
58,562
59,526
60,493
61,492
62,465
63,447
64,473
65,414
66,427
67,366
68,352
69,352
70,355
71,308
72,318
73,305
74,285
75,296
76,309
77,288
78,343
79,333
80,316
81,328
82,315
83,298
84,290
85,299
86,326
87,320
88,288
89,317
90,338
91,310
92,310
93,301
94,324
95,315
96,331
97,331
98,322
99,303
100,296
101,324
102,305
103,308
104,354
105,307
106,338
107,302
108,303
109,263
110,273
111,280
112,292
113,264
114,288
115,283
116,250
117,239
118,230
119,251
120,222
121,218
122,174
123,184
124,194
125,175
126,172
127,198
128,154
129,143
130,163
131,152
132,115
133,118
134,122
135,83
136,97
137,106
138,94
139,93
140,81
141,87
142,73
143,80
144,67
145,60
146,64
147,47
148,51
149,52
150,48
151,44
152,36
153,27
154,44
155,37
156,30
157,26
158,23
159,18
160,23
161,19
162,15
163,16
164,19
165,17
166,12
167,14
168,13
169,8
170,5
171,9
172,4
173,11
174,4
175,7
176,5
177,5
178,7
179,1
180,2
181,3
182,3
183,2
184,2
186,1
187,1
188,1
190,2
191,1
192,1
193,1
194,1
199,1
200,2
204,1
207,1
210,1
227,1
248,1
