left_idx,w,V_count,P_count,C_count,H_count,S_prune,S_contain,D_count_max,V_search,P_search,B_mid,B_leaf,B_subtree,m,M_point,M_subtree,rho,sigma,avg_subtree_mass
0,20,47,18,5,24,19942,11,14,42,18,4,0,5,9,4,16,2.22222,0.8,3.2
1,17,56,22,6,28,19939,5,14,50,22,6,0,6,12,6,11,1.41667,0.647059,1.83333
2,11,40,17,3,20,19956,4,14,37,17,4,0,3,7,4,7,1.57143,0.636364,2.33333
3,22,62,23,7,32,19930,8,14,55,23,7,0,7,14,7,15,1.57143,0.681818,2.14286
4,21,59,23,6,30,19932,9,14,53,23,6,0,6,12,6,15,1.75,0.714286,2.5
5,15,74,35,2,37,19918,8,14,72,35,5,0,2,7,5,10,2.14286,0.666667,5
6,21,57,22,6,29,19937,6,14,51,22,9,0,6,15,9,12,1.4,0.571429,2
7,26,56,21,7,28,19930,14,14,49,21,5,0,7,12,5,21,2.16667,0.807692,3
8,21,57,20,8,29,19937,6,14,49,20,7,0,8,15,7,14,1.4,0.666667,1.75
9,15,45,19,3,23,19949,6,14,42,19,6,0,3,9,6,9,1.66667,0.6,3
10,22,61,21,8,32,19935,4,14,53,21,10,0,8,18,10,12,1.22222,0.545455,1.5
11,22,57,24,5,28,19934,9,13,52,24,8,0,5,13,8,14,1.69231,0.636364,2.8
12,15,40,17,3,20,19954,6,14,37,17,6,0,3,9,6,9,1.66667,0.6,3
13,23,70,27,7,36,19920,10,14,63,27,6,0,7,13,6,17,1.76923,0.73913,2.42857
14,16,54,20,6,28,19940,6,14,48,20,4,0,6,10,4,12,1.6,0.75,2
15,18,70,29,6,35,19924,6,14,64,29,6,0,6,12,6,12,1.5,0.666667,2
16,20,51,17,7,27,19943,6,14,44,17,7,0,7,14,7,13,1.42857,0.65,1.85714
17,28,52,18,7,27,19938,10,14,45,18,11,0,7,18,11,17,1.55556,0.607143,2.42857
18,18,38,16,3,19,19951,11,14,35,16,4,0,3,7,4,14,2.57143,0.777778,4.66667
19,23,74,28,8,38,19919,7,14,66,28,8,0,8,16,8,15,1.4375,0.652174,1.875
20,19,57,21,7,29,19937,6,14,50,21,6,0,7,13,6,13,1.46154,0.684211,1.85714
21,22,58,21,8,29,19933,9,14,50,21,5,0,8,13,5,17,1.69231,0.772727,2.125
22,22,45,15,7,23,19947,8,14,38,15,7,0,7,14,7,15,1.57143,0.681818,2.14286
23,29,83,34,7,42,19901,16,14,76,34,6,0,7,13,6,23,2.23077,0.793103,3.28571
24,15,54,23,3,28,19940,6,14,51,23,6,0,3,9,6,9,1.66667,0.6,3
25,24,60,24,6,30,19927,13,14,54,24,5,0,6,11,5,19,2.18182,0.791667,3.16667
26,22,73,28,8,37,19916,11,14,65,28,3,0,8,11,3,19,2,0.863636,2.375
27,25,54,20,7,27,19935,11,14,47,20,7,0,7,14,7,18,1.78571,0.72,2.57143
28,20,49,23,2,24,19933,18,13,47,23,0,0,2,2,0,20,10,1,10
29,17,53,21,5,27,19940,7,14,48,21,5,0,5,10,5,12,1.7,0.705882,2.4
30,20,43,16,5,22,19951,6,14,38,16,9,0,5,14,9,11,1.42857,0.55,2.2
31,29,73,30,6,37,19913,14,14,67,30,9,0,6,15,9,20,1.93333,0.689655,3.33333
32,17,29,12,3,14,19961,10,13,26,12,4,0,3,7,4,13,2.42857,0.764706,4.33333
33,19,46,17,5,24,19946,8,14,41,17,6,0,5,11,6,13,1.72727,0.684211,2.6
34,13,62,28,3,31,19934,4,14,59,28,6,0,3,9,6,7,1.44444,0.538462,2.33333
35,19,58,24,4,30,19935,7,14,54,24,8,0,4,12,8,11,1.58333,0.578947,2.75
36,17,49,19,5,25,19947,4,14,44,19,8,0,5,13,8,9,1.30769,0.529412,1.8
37,16,63,26,5,32,19933,4,14,58,26,7,0,5,12,7,9,1.33333,0.5625,1.8
38,22,52,19,7,26,19936,12,14,45,19,3,0,7,10,3,19,2.2,0.863636,2.71429
39,17,54,20,6,28,19943,3,14,48,20,8,0,6,14,8,9,1.21429,0.529412,1.5
40,19,62,23,6,33,19932,6,14,56,23,7,0,6,13,7,12,1.46154,0.631579,2
41,22,62,25,4,33,19932,6,14,58,25,12,0,4,16,12,10,1.375,0.454545,2.5
42,18,42,16,5,21,19952,6,14,37,16,7,0,5,12,7,11,1.5,0.611111,2.2
43,24,54,21,6,27,19932,14,14,48,21,4,0,6,10,4,20,2.4,0.833333,3.33333
