group_idx,group_size,K_point,K_subtree
0,3,3,0
1,5,4,1
2,1,1,0
3,4,1,3
4,6,1,5
5,2,1,1
6,6,2,4
7,5,3,2
8,1,1,0
9,7,5,2
10,7,1,6
11,6,2,4
12,5,3,2
13,5,3,2
14,3,1,2
15,1,0,1
16,4,2,2
17,2,0,2
18,7,6,1
19,8,6,2
20,2,0,2
21,1,1,0
22,1,1,0
23,1,0,1
24,6,2,4
25,3,2,1
26,1,0,1
27,4,2,2
28,1,0,1
29,5,3,2
30,5,3,2
31,4,1,3
32,3,2,1
33,1,0,1
34,4,2,2
35,4,3,1
36,7,3,4
37,3,1,2
38,3,2,1
39,4,2,2
40,6,4,2
41,6,1,5
42,1,1,0
43,3,1,2
44,5,3,2
45,5,1,4
46,2,2,0
47,5,3,2
48,1,1,0
49,4,2,2
50,1,0,1
51,5,4,1
52,3,2,1
53,2,2,0
54,2,1,1
55,7,1,6
56,1,0,1
57,6,4,2
58,1,1,0
59,1,0,1
60,6,2,4
61,2,1,1
62,3,1,2
63,2,2,0
64,2,0,2
65,4,1,3
66,2,0,2
67,4,4,0
68,2,1,1
69,3,2,1
70,6,2,4
71,7,4,3
72,11,4,7
73,1,0,1
74,8,2,6
75,1,1,0
76,1,1,0
77,2,1,1
78,4,3,1
79,3,3,0
80,1,1,0
81,3,2,1
82,3,0,3
83,3,2,1
84,5,1,4
85,6,5,1
86,5,0,5
87,2,1,1
88,2,1,1
89,5,2,3
90,5,3,2
91,3,2,1
92,4,2,2
93,1,1,0
94,5,3,2
95,2,1,1
96,1,1,0
97,3,2,1
98,2,0,2
99,1,0,1
100,4,2,2
101,4,2,2
102,3,2,1
103,5,1,4
104,4,4,0
105,1,0,1
106,1,0,1
107,8,3,5
108,4,1,3
109,1,1,0
110,3,1,2
111,3,1,2
112,1,1,0
113,3,1,2
114,7,2,5
115,2,1,1
116,2,0,2
117,9,8,1
118,1,0,1
119,1,1,0
120,3,2,1
121,5,5,0
122,3,2,1
123,2,0,2
124,2,1,1
125,2,2,0
126,4,3,1
127,8,4,4
128,8,6,2
129,7,0,7
130,5,2,3
131,5,3,2
132,3,2,1
133,3,1,2
134,5,4,1
135,2,1,1
136,4,1,3
137,2,1,1
138,1,0,1
139,1,0,1
140,5,3,2
141,5,3,2
142,4,3,1
143,2,1,1
144,6,4,2
145,5,1,4
146,3,0,3
147,3,3,0
148,4,0,4
