depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.978218,0.982577,0.984026,0.795286,0.795286,0.795286
1,2,20,0.973452,0.980799,0.983847,0.293501,0.31662,0.321822
2,4,40,0.967969,0.97828,0.983489,0.105426,0.124759,0.13166
3,8,80,0.957232,0.974781,0.982774,0.0395245,0.0471088,0.0522964
4,16,160,0.568621,0.972416,0.98135,0.0136803,0.0180278,0.0217104
5,32,320,0.559292,0.963932,0.978027,0.0050918,0.00731713,0.00900549
6,64,640,0.548521,0.951691,0.973319,0.00173776,0.003549,0.00526687
7,128,1280,0.528327,0.932203,0.963601,0.000646589,0.00143091,0.00266529
8,256,2560,0.403848,0.666555,0.949394,0.000245319,0.000608744,0.00135879
9,512,5120,0.364771,0.598892,0.915077,7.23377e-05,0.000203547,0.000412101
10,1024,10240,0.320025,0.529822,0.622276,1.83873e-05,5.06427e-05,0.000125035
11,2048,20480,0.287847,0.473276,0.610052,3.37009e-06,1.0731e-05,2.63938e-05
12,4096,40960,0.230906,0.390722,0.584903,3.15604e-07,1.28213e-06,3.68039e-06
13,8192,81920,0.157225,0.295945,0.533066,6.2493e-09,4.78722e-08,2.28073e-07
14,16384,163840,0.0603752,0.177608,0.382478,8.51712e-14,1.34865e-11,7.15907e-10
15,17233,172330,0,0,0,0,0,0
