depth,node_count,edge_count,edge_p50,edge_p90,edge_p99,vol_p50,vol_p90,vol_p99
0,1,10,0.977041,0.98276,0.984498,0.794106,0.794106,0.794106
1,2,20,0.973361,0.980926,0.984284,0.294687,0.318,0.323245
2,4,40,0.968304,0.978056,0.983854,0.108512,0.123547,0.128199
3,8,80,0.960062,0.975069,0.982996,0.0393036,0.0464006,0.0526487
4,16,160,0.572116,0.970248,0.980478,0.0142193,0.0169801,0.0215382
5,32,320,0.561778,0.963764,0.973762,0.00495307,0.00699537,0.008694
6,64,640,0.550475,0.954273,0.971681,0.00175322,0.00368847,0.00496586
7,128,1280,0.528924,0.933257,0.964288,0.000660175,0.00139556,0.00275251
8,256,2560,0.40255,0.667413,0.950237,0.000240486,0.000629535,0.0012117
9,512,5120,0.365532,0.597882,0.919902,7.0743e-05,0.000199563,0.000380228
10,1024,10240,0.320306,0.529183,0.623044,1.80978e-05,5.19853e-05,0.000107811
11,2048,20480,0.287825,0.47516,0.611063,3.22733e-06,1.0416e-05,2.69524e-05
12,4096,40960,0.231645,0.389664,0.586556,3.1968e-07,1.27075e-06,4.23416e-06
13,8192,81920,0.157087,0.297841,0.533252,6.44357e-09,4.70572e-08,2.19596e-07
14,16384,163840,0.060131,0.177416,0.381416,8.39501e-14,1.35892e-11,7.33455e-10
15,17233,172330,0,0,0,0,0,0
